slice_name,COUNT,CRASHC,Crash%
slice_0.csv,2,0,0.0000
slice_1.csv,3,1,0.3333
slice_10.csv,2,0,0.0000
slice_14.csv,2,0,0.0000
slice_16.csv,213,41,0.1925
slice_17.csv,213,41,0.1925
slice_19.csv,2,0,0.0000
slice_20.csv,213,41,0.1925
slice_21.csv,2,0,0.0000
slice_4.csv,3,1,0.3333
slice_5.csv,213,41,0.1925
slice_7.csv,2,0,0.0000
