slice_name,COUNT,CRASHC,Crash%
slice_0.csv,1,1,1.0000
slice_1.csv,1763,554,0.3142
slice_2.csv,1,1,1.0000
slice_3.csv,5,2,0.4000
slice_4.csv,5,2,0.4000
slice_5.csv,2562,735,0.2869
slice_6.csv,663,199,0.3002
