IP,REG,fi,seg,result_class,FUC,INS,INS_FULL,Masked,Crash,Dynamic Execution,Masked%,Crash%,INS_type,CrashOnSameIP
47e2a2,,2583085,1758,masked,<hypre_CSRMatrixMultiply._omp_fn.0>,xor,"xor, %eax,%eax",1,0,17.547098,68.1592039800995,30.845771144278608,LOGICAL,0.0
461f41,rcx,2611990,925,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,add,"add, $0x1,%rax",1,0,17.744733,68.1592039800995,30.845771144278608,INTEGER,0.26744186046511625
461f2d,rflags,2624125,774,crash,<hypre_ParCSRRelaxThreads._omp_fn.2>,mov,"mov, 0x58(%rbx),%r8",0,1,17.827704,68.1592039800995,30.845771144278608,DATAXFER,0.6666666666666666
4702df,rsp,2627513,256,crash,<hypre_ParMatmul._omp_fn.4>,jmp,"jmp, 4702df, <hypre_ParMatmul",0,1,17.85087,67.66169154228855,31.34328358208955,BR_OR_LP_CTRL,1.0
461f3d,rflags,2627513,256,crash,<hypre_ParCSRRelaxThreads._omp_fn.2>,mov,"mov, (%r9,%rax,8),%rdx",0,1,17.85087,68.1592039800995,30.845771144278608,DATAXFER,0.3246753246753247
48198a,rdx,2628071,124,masked,<hypre_CSRMatrixMatvecT>,cmp,"cmp, %r14,0x18(%rdx)",1,0,17.854685,67.66169154228855,31.34328358208955,CONDITION,0.0
461f41,rflags,2654480,1033,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,add,"add, $0x1,%rax",1,0,18.035254,67.16417910447761,31.8407960199005,INTEGER,0.26744186046511625
461e90,xmm1,2654480,1033,sdc,<hypre_ParCSRRelaxThreads._omp_fn.2>,laxThreads._omp_fn.2>:,laxThreads._omp_fn.2>:,0,0,18.035254,67.16417910447761,31.8407960199005,UnKnown,0.1282051282051282
461f9d,rsp,2654480,1033,crash,<hypre_ParCSRRelaxThreads._omp_fn.2>,mov,"mov, %rcx,%rax",0,1,18.035254,67.16417910447761,31.8407960199005,DATAXFER,0.6666666666666666
461f38,rdx,2665857,240,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,movsd,"movsd, (%rdi,%rax,8),%xmm1",1,0,18.113043,67.16417910447761,31.8407960199005,UnKnown,0.2
4824e8,rsp,2679350,57,sdc,<hypre_SeqVectorAxpy._omp_fn.3>,movsd,"movsd, (%rsi,%rdx,8),%xmm0",0,0,18.2053,65.67164179104478,33.333333333333336,UnKnown,0.0
482565,rflags,2679350,57,masked,<hypre_SeqVectorInnerProd._omp_fn.4>,mulsd,"mulsd, (%rcx,%rdx,8),%xmm1",1,0,18.2053,65.67164179104478,33.333333333333336,FP,0.0
48256e,rsp,2679350,57,masked,<hypre_SeqVectorInnerProd._omp_fn.4>,cmp,"cmp, %rax,%rdx",1,0,18.2053,66.66666666666667,32.33830845771144,CONDITION,0.42857142857142855
482565,rsp,2679350,57,masked,<hypre_SeqVectorInnerProd._omp_fn.4>,mulsd,"mulsd, (%rcx,%rdx,8),%xmm1",1,0,18.2053,66.16915422885572,32.83582089552239,FP,0.0
484f28,rdx,2679350,57,crash,<hypre_IJMatrixAssembleParCSR._omp_fn.3>,cmp,"cmp, %rcx,0x8(%rdi,%rsi,8)",0,1,18.2053,66.66666666666667,32.33830845771144,CONDITION,0.3333333333333333
492571,rsp,2679350,57,masked,<hypre_UnorderedIntSetCopyToArray._omp_fn.2>,cmp,"cmp, %rdx,0x10(%rsp)",1,0,18.2053,65.67164179104478,33.333333333333336,CONDITION,0.75
48036e,rax,2696372,498,crash,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,cmp,"cmp, %rcx,%rdx",0,1,18.321686,67.16417910447761,31.8407960199005,CONDITION,0.3
47ff80,rdx,2696372,498,masked,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,xMatvecOutOfPlace._omp_fn.6>:,xMatvecOutOfPlace._omp_fn.6>:,1,0,18.321686,65.67164179104478,33.333333333333336,UnKnown,0.39285714285714285
480371,rax,2696372,498,masked,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,mulsd,"mulsd, (%rsi,%rax,8),%xmm0",1,0,18.321686,65.67164179104478,33.333333333333336,FP,0.1
47ff80,rflags,2696372,498,crash,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,xMatvecOutOfPlace._omp_fn.6>:,xMatvecOutOfPlace._omp_fn.6>:,0,1,18.321686,66.66666666666667,32.33830845771144,UnKnown,0.39285714285714285
480386,rdx,2696372,498,masked,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,cmp,"cmp, %r12,%rbx",1,0,18.321686,66.16915422885572,32.83582089552239,CONDITION,0.0
48036e,xmm0,2696372,498,crash,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,cmp,"cmp, %rcx,%rdx",0,1,18.321686,66.16915422885572,32.83582089552239,CONDITION,0.3
46185c,rax,2715027,293,masked,<hypre_ParCSRComputeL1NormsThreads._omp_fn.0>,addsd,"addsd, %xmm1,%xmm0",1,0,18.449237,67.16417910447761,31.8407960199005,FP,0.0
456014,rdx,2716632,270,crash,<hypre_BoomerAMGCreateS._omp_fn.1>,test,"test, %rcx,%rcx",0,1,18.460211,67.16417910447761,31.8407960199005,CONDITION,0.5
461f41,rcx,2716632,270,crash,<hypre_ParCSRRelaxThreads._omp_fn.2>,add,"add, $0x1,%rax",0,1,18.460211,67.66169154228855,31.34328358208955,INTEGER,0.26744186046511625
462026,rsp,2717541,552,masked,<hypre_ParCSRRelaxThreads._omp_fn.1>,cmp,"cmp, %rax,%rdx",1,0,18.466427,67.66169154228855,31.34328358208955,CONDITION,0.25
461f4e,rflags,2717541,552,crash,<hypre_ParCSRRelaxThreads._omp_fn.2>,subsd,"subsd, %xmm1,%xmm0",0,1,18.466427,67.66169154228855,31.34328358208955,FP,0.2692307692307692
461f48,rcx,2717541,552,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,mulsd,"mulsd, (%r8,%rdx,8),%xmm1",1,0,18.466427,67.16417910447761,31.8407960199005,FP,0.2564102564102564
461f58,rflags,2717541,552,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,mov,"mov, (%rdx,%rcx,1),%rax",1,0,18.466427,67.66169154228855,31.34328358208955,DATAXFER,0.4
461f4e,rax,2717541,552,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,subsd,"subsd, %xmm1,%xmm0",1,0,18.466427,67.16417910447761,31.8407960199005,FP,0.2692307692307692
49164e,xmm0,2717541,552,masked,<hypre_LowerBound>,cmp,"cmp, %rdx,(%r8)",1,0,18.466427,67.66169154228855,31.34328358208955,CONDITION,0.0
4824ff,rflags,2717541,552,masked,<hypre_SeqVectorAxpy._omp_fn.3>,cmp,"cmp, %rax,%rdx",1,0,18.466427,67.16417910447761,31.8407960199005,CONDITION,0.0
424d74,rflags,2736845,784,masked,<hypre_BoomerAMGBuildMultipass._omp_fn.5>,mov,"mov, (%rsi,%rcx,1),%rsi",1,0,18.598416,67.16417910447761,31.8407960199005,DATAXFER,0.0
48036a,xmm1,2743638,1135,masked,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,add,"add, $0x1,%rdx",1,0,18.644862,67.16417910447761,31.8407960199005,INTEGER,0.3333333333333333
461f45,xmm0,2763355,1820,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,cmp,"cmp, %rsi,%rax",1,0,18.779675,66.16915422885572,32.83582089552239,CONDITION,0.3157894736842105
461f45,xmm1,2763355,1820,crash,<hypre_ParCSRRelaxThreads._omp_fn.2>,cmp,"cmp, %rsi,%rax",0,1,18.779675,67.16417910447761,31.8407960199005,CONDITION,0.3157894736842105
461f41,xmm0,2763355,1820,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,add,"add, $0x1,%rax",1,0,18.779675,66.66666666666667,32.33830845771144,INTEGER,0.26744186046511625
461f41,rdx,2763355,1820,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,add,"add, $0x1,%rax",1,0,18.779675,67.16417910447761,31.8407960199005,INTEGER,0.26744186046511625
461f45,rflags,2763355,1820,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,cmp,"cmp, %rsi,%rax",1,0,18.779675,65.67164179104478,33.333333333333336,CONDITION,0.3157894736842105
461f38,rax,2763355,1820,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,movsd,"movsd, (%rdi,%rax,8),%xmm1",1,0,18.779675,67.16417910447761,31.8407960199005,UnKnown,0.2
4281e6,rflags,2763355,1820,masked,<hypre_BoomerAMGBuildMultipass>,lea,"lea, (%rax,%r11,8),%rax",1,0,18.779675,67.16417910447761,31.8407960199005,INTEGER,0.0
461f41,rdx,2776167,548,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,add,"add, $0x1,%rax",1,0,18.867276,65.67164179104478,33.333333333333336,INTEGER,0.26744186046511625
46fd1c,rflags,2776167,548,masked,<hypre_ParMatmul_RowSizes._omp_fn.0>,jge,"jge, 46fd1c, <hypre_ParMatmul",1,0,18.867276,65.17412935323384,33.83084577114428,UnKnown,0.0
46fd1c,rflags,2776167,548,masked,<hypre_ParMatmul_RowSizes._omp_fn.0>,jge,"jge, 46fd1c, <hypre_ParMatmul",1,0,18.867276,65.17412935323384,33.83084577114428,UnKnown,0.0
480194,rsi,2776167,548,masked,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,movsd,"movsd, (%r8,%rdx,8),%xmm0",1,0,18.867276,65.17412935323384,33.83084577114428,UnKnown,0.625
480190,xmm1,2817248,1320,masked,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,mov,"mov, (%rdi,%rdx,8),%rcx",1,0,19.148163,65.17412935323384,33.83084577114428,DATAXFER,0.42105263157894735
4576fe,rcx,2823198,490,masked,<hypre_BoomerAMGCreate2ndS._omp_fn.10>,cmp,"cmp, %r8,%rdx",1,0,19.188845,65.17412935323384,33.83084577114428,CONDITION,0.0
462026,rflags,2849477,1270,masked,<hypre_ParCSRRelaxThreads._omp_fn.1>,cmp,"cmp, %rax,%rdx",1,0,19.368525,65.17412935323384,33.83084577114428,CONDITION,0.25
461f58,xmm1,2853929,927,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,mov,"mov, (%rdx,%rcx,1),%rax",1,0,19.398966,64.67661691542288,34.32835820895522,DATAXFER,0.4
48019e,rdi,2860277,948,masked,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,cmp,"cmp, %rax,%rdx",1,0,19.442369,64.17910447761194,34.82587064676617,CONDITION,0.3684210526315789
480190,r10,2860277,948,masked,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,mov,"mov, (%rdi,%rdx,8),%rcx",1,0,19.442369,64.17910447761194,34.82587064676617,DATAXFER,0.42105263157894735
470314,xmm0,2876742,267,crash,<hypre_ParMatmul._omp_fn.4>,cmpq,"cmpq, $0x0,0x78(%r14)",0,1,19.554947,64.17910447761194,34.82587064676617,UnKnown,0.42857142857142855
461f4e,rflags,2893556,606,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,subsd,"subsd, %xmm1,%xmm0",1,0,19.669911,64.67661691542288,34.32835820895522,FP,0.2692307692307692
461f3d,rax,2902407,1856,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,mov,"mov, (%r9,%rax,8),%rdx",1,0,19.730429,64.67661691542288,34.32835820895522,DATAXFER,0.3246753246753247
470303,rflags,2918272,1216,crash,<hypre_ParMatmul._omp_fn.4>,cmp,"cmp, %rcx,(%rbx)",0,1,19.838904,65.17412935323384,33.83084577114428,CONDITION,0.5
405ae3,rdx,2933569,1274,masked,<BuildIJLaplacian27pt._omp_fn.0>,add,"add, %r10,%r9",1,0,19.943496,65.17412935323384,33.83084577114428,INTEGER,0.0
461f3d,rcx,2952480,666,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,mov,"mov, (%r9,%rax,8),%rdx",1,0,20.072798,67.16417910447761,31.8407960199005,DATAXFER,0.3246753246753247
461f3d,rdx,2952480,666,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,mov,"mov, (%r9,%rax,8),%rdx",1,0,20.072798,65.67164179104478,33.333333333333336,DATAXFER,0.3246753246753247
461e90,xmm0,2952480,666,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,laxThreads._omp_fn.2>:,laxThreads._omp_fn.2>:,1,0,20.072798,67.16417910447761,31.8407960199005,UnKnown,0.1282051282051282
461f4e,rdx,2952480,666,crash,<hypre_ParCSRRelaxThreads._omp_fn.2>,subsd,"subsd, %xmm1,%xmm0",0,1,20.072798,65.67164179104478,33.333333333333336,FP,0.2692307692307692
461f45,xmm0,2952480,666,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,cmp,"cmp, %rsi,%rax",1,0,20.072798,67.16417910447761,31.8407960199005,CONDITION,0.3157894736842105
461f4e,rdx,2952480,666,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,subsd,"subsd, %xmm1,%xmm0",1,0,20.072798,66.16915422885572,32.83582089552239,FP,0.2692307692307692
461f48,rdx,2952480,666,crash,<hypre_ParCSRRelaxThreads._omp_fn.2>,mulsd,"mulsd, (%r8,%rdx,8),%xmm1",0,1,20.072798,67.16417910447761,31.8407960199005,FP,0.2564102564102564
461f48,rdi,2952480,666,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,mulsd,"mulsd, (%r8,%rdx,8),%xmm1",1,0,20.072798,66.66666666666667,32.33830845771144,FP,0.2564102564102564
461f12,rax,2952480,666,crash,<hypre_ParCSRRelaxThreads._omp_fn.2>,mov,"mov, 0x8(%r11,%rcx,1),%rsi",0,1,20.072798,67.16417910447761,31.8407960199005,DATAXFER,1.0
425245,rflags,2963789,469,crash,<hypre_BoomerAMGBuildMultipass._omp_fn.5>,mov,"mov, 0x50(%r13),%rdx",0,1,20.150122,66.66666666666667,32.33830845771144,DATAXFER,1.0
49162b,rsi,2973083,1516,masked,<hypre_LowerBound>,jmp,"jmp, 49162b, <hypre_LowerBoun",1,0,20.213669,66.66666666666667,32.33830845771144,BR_OR_LP_CTRL,0.5
461f48,rdx,2987759,181,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,mulsd,"mulsd, (%r8,%rdx,8),%xmm1",1,0,20.314014,67.16417910447761,31.8407960199005,FP,0.2564102564102564
461f12,rdx,3004141,1679,crash,<hypre_ParCSRRelaxThreads._omp_fn.2>,mov,"mov, 0x8(%r11,%rcx,1),%rsi",0,1,20.426024,67.16417910447761,31.8407960199005,DATAXFER,1.0
461e90,rdx,3004141,1679,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,laxThreads._omp_fn.2>:,laxThreads._omp_fn.2>:,1,0,20.426024,67.16417910447761,31.8407960199005,UnKnown,0.1282051282051282
48036e,xmm1,3004141,1679,masked,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,cmp,"cmp, %rcx,%rdx",1,0,20.426024,66.66666666666667,32.33830845771144,CONDITION,0.3
480360,rax,3008887,87,crash,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,mov,"mov, (%rdi,%rdx,8),%rax",0,1,20.458475,67.16417910447761,31.8407960199005,DATAXFER,0.391304347826087
48036e,rflags,3044638,1134,masked,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,cmp,"cmp, %rcx,%rdx",1,0,20.702919,67.66169154228855,31.34328358208955,CONDITION,0.3
461e90,xmm1,3078559,954,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,laxThreads._omp_fn.2>:,laxThreads._omp_fn.2>:,1,0,20.93485,67.66169154228855,31.34328358208955,UnKnown,0.1282051282051282
461f45,rsi,3078559,954,crash,<hypre_ParCSRRelaxThreads._omp_fn.2>,cmp,"cmp, %rsi,%rax",0,1,20.93485,67.16417910447761,31.8407960199005,CONDITION,0.3157894736842105
457720,rsp,3078559,954,crash,<hypre_BoomerAMGCreate2ndS._omp_fn.10>,jge,"jge, 457720, <hypre_BoomerAMG",0,1,20.93485,67.66169154228855,31.34328358208955,UnKnown,0.3333333333333333
461f38,rax,3078559,954,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,movsd,"movsd, (%rdi,%rax,8),%xmm1",1,0,20.93485,67.66169154228855,31.34328358208955,UnKnown,0.2
48019a,rsp,3078559,954,crash,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,add,"add, $0x1,%rdx",0,1,20.93485,68.1592039800995,30.845771144278608,INTEGER,0.42105263157894735
480376,rsp,3078559,954,crash,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,subsd,"subsd, %xmm0,%xmm1",0,1,20.93485,67.66169154228855,31.34328358208955,FP,0.5555555555555556
461f45,rsi,3079232,1269,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,cmp,"cmp, %rsi,%rax",1,0,20.939451,67.66169154228855,31.34328358208955,CONDITION,0.3157894736842105
461e90,xmm1,3092247,429,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,laxThreads._omp_fn.2>:,laxThreads._omp_fn.2>:,1,0,21.02844,67.16417910447761,31.8407960199005,UnKnown,0.1282051282051282
4170e6,xmm0,3098517,1052,masked,<hypre_BoomerAMGCycle>,mov,"mov, $0x8,%esi",1,0,21.071311,67.16417910447761,31.8407960199005,DATAXFER,0.0
480360,xmm0,3104960,838,crash,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,mov,"mov, (%rdi,%rdx,8),%rax",0,1,21.115364,67.16417910447761,31.8407960199005,DATAXFER,0.391304347826087
416fb7,rax,3113053,945,masked,<hypre_BoomerAMGCoarseParms>,add,"add, %r11,%r10",1,0,21.170699,67.66169154228855,31.34328358208955,INTEGER,0.0
482370,rsp,3122616,1670,masked,<hypre_SeqVectorSetConstantValues._omp_fn.0>,rSetConstantValues._omp_fn.0>:,rSetConstantValues._omp_fn.0>:,1,0,21.236085,67.16417910447761,31.8407960199005,UnKnown,0.2
461f3d,rsi,3138600,252,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,mov,"mov, (%r9,%rax,8),%rdx",1,0,21.345374,67.66169154228855,31.34328358208955,DATAXFER,0.3246753246753247
480376,rdx,3138600,252,crash,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,subsd,"subsd, %xmm0,%xmm1",0,1,21.345374,68.1592039800995,30.845771144278608,FP,0.5555555555555556
461f48,rax,3141595,1867,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,mulsd,"mulsd, (%r8,%rdx,8),%xmm1",1,0,21.365852,67.66169154228855,31.34328358208955,FP,0.2564102564102564
4702ff,rdx,3164270,1657,crash,<hypre_ParMatmul._omp_fn.4>,add,"add, $0x8,%rax",0,1,21.52089,67.66169154228855,31.34328358208955,INTEGER,0.3333333333333333
461f41,rdx,3185858,1107,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,add,"add, $0x1,%rax",1,0,21.668496,68.65671641791045,30.34825870646766,INTEGER,0.26744186046511625
461f3d,rdx,3185858,1107,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,mov,"mov, (%r9,%rax,8),%rdx",1,0,21.668496,67.66169154228855,31.34328358208955,DATAXFER,0.3246753246753247
47e5a8,rax,3185858,1107,crash,<hypre_CSRMatrixTranspose._omp_fn.1>,add,"add, (%rdi,%rdx,8),%rax",0,1,21.668496,67.66169154228855,31.34328358208955,INTEGER,1.0
461f3d,r10,3185858,1107,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,mov,"mov, (%r9,%rax,8),%rdx",1,0,21.668496,68.65671641791045,30.34825870646766,DATAXFER,0.3246753246753247
461f3d,rsi,3185858,1107,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,mov,"mov, (%r9,%rax,8),%rdx",1,0,21.668496,68.1592039800995,30.845771144278608,DATAXFER,0.3246753246753247
461f4e,rdx,3185858,1107,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,subsd,"subsd, %xmm1,%xmm0",1,0,21.668496,67.16417910447761,31.8407960199005,FP,0.2692307692307692
461f45,rbp,3185858,1107,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,cmp,"cmp, %rsi,%rax",1,0,21.668496,67.66169154228855,31.34328358208955,CONDITION,0.3157894736842105
461f41,rdx,3185858,1107,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,add,"add, $0x1,%rax",1,0,21.668496,67.66169154228855,31.34328358208955,INTEGER,0.26744186046511625
47e583,rax,3185858,1107,crash,<hypre_CSRMatrixTranspose._omp_fn.1>,mov,"mov, 0x18(%rbx),%rax",0,1,21.668496,67.66169154228855,31.34328358208955,DATAXFER,1.0
470274,rdx,3188617,554,masked,<hypre_ParMatmul._omp_fn.4>,mov,"mov, (%rbx,%r15,8),%rcx",1,0,21.68736,68.65671641791045,30.34825870646766,DATAXFER,0.5
428233,r10,3198683,222,crash,<hypre_BoomerAMGBuildMultipass>,cmpq,"cmpq, $0x1,(%rcx,%rsi,8)",0,1,21.756185,68.65671641791045,30.34825870646766,UnKnown,1.0
461e90,rflags,3200048,1035,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,laxThreads._omp_fn.2>:,laxThreads._omp_fn.2>:,1,0,21.765518,68.65671641791045,30.34825870646766,UnKnown,0.1282051282051282
48019e,rax,3245584,1475,masked,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,cmp,"cmp, %rax,%rdx",1,0,22.076866,68.1592039800995,30.845771144278608,CONDITION,0.3684210526315789
45b2e4,rflags,3268986,48,crash,<hypre_BoomerAMGCorrectCFMarker>,jmp,"jmp, 45b2e4, <hypre_BoomerAMG",0,1,22.236875,68.1592039800995,30.845771144278608,BR_OR_LP_CTRL,1.0
470254,rbx,3275929,0,masked,<hypre_ParMatmul._omp_fn.4>,mov,"mov, 0x30(%rsp),%rbx",1,0,22.284347,68.1592039800995,30.845771144278608,DATAXFER,0.0
48019e,rdx,3280575,1686,crash,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,cmp,"cmp, %rax,%rdx",0,1,22.316113,68.65671641791045,30.34825870646766,CONDITION,0.3684210526315789
461f41,r8,3298187,920,crash,<hypre_ParCSRRelaxThreads._omp_fn.2>,add,"add, $0x1,%rax",0,1,22.436534,68.65671641791045,30.34825870646766,INTEGER,0.26744186046511625
4572bb,rsp,3298187,920,masked,<hypre_BoomerAMGCreate2ndS._omp_fn.10>,jle,"jle, 4572bb, <hypre_BoomerAMG",1,0,22.436534,69.1542288557214,29.85074626865672,BR_OR_LP_CTRL,0.0
481169,rsi,3314354,1495,masked,<hypre_CSRMatrixMatvecT._omp_fn.10>,add,"add, (%r10,%rdx,8),%rcx",1,0,22.547074,68.65671641791045,30.34825870646766,INTEGER,0.0
48019a,rflags,3328037,248,masked,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,add,"add, $0x1,%rdx",1,0,22.64063,69.1542288557214,29.85074626865672,INTEGER,0.42105263157894735
480190,rcx,3358738,528,masked,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,mov,"mov, (%rdi,%rdx,8),%rcx",1,0,22.850545,69.65174129353234,29.85074626865672,DATAXFER,0.42105263157894735
470314,rbx,3387400,1648,crash,<hypre_ParMatmul._omp_fn.4>,cmpq,"cmpq, $0x0,0x78(%r14)",0,1,23.046518,69.65174129353234,29.85074626865672,UnKnown,0.42857142857142855
461f45,rcx,3397976,75,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,cmp,"cmp, %rsi,%rax",1,0,23.118831,69.65174129353234,29.85074626865672,CONDITION,0.3157894736842105
461f41,rdi,3424020,274,crash,<hypre_ParCSRRelaxThreads._omp_fn.2>,add,"add, $0x1,%rax",0,1,23.296904,70.14925373134328,29.35323383084577,INTEGER,0.26744186046511625
461f45,rax,3424020,274,crash,<hypre_ParCSRRelaxThreads._omp_fn.2>,cmp,"cmp, %rsi,%rax",0,1,23.296904,70.14925373134328,29.35323383084577,CONDITION,0.3157894736842105
455bd0,rax,3424092,861,masked,<hypre_BoomerAMGCreateS._omp_fn.1>,movsd,"movsd, (%rdx,%rax,8),%xmm2",1,0,23.297396,70.14925373134328,29.85074626865672,UnKnown,0.0
485888,rax,3425014,804,masked,<hypre_IJMatrixSetValuesOMPParCSR._omp_fn.6>,add,"add, $0x1,%rbx",1,0,23.3037,69.65174129353234,30.34825870646766,INTEGER,0.0
461f3d,rsp,3425557,1837,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,mov,"mov, (%r9,%rax,8),%rdx",1,0,23.307413,69.65174129353234,30.34825870646766,DATAXFER,0.3246753246753247
480371,xmm1,3441478,975,masked,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,mulsd,"mulsd, (%rsi,%rax,8),%xmm0",1,0,23.416271,69.1542288557214,30.845771144278608,FP,0.1
461f3d,r11,3474470,776,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,mov,"mov, (%r9,%rax,8),%rdx",1,0,23.64185,69.1542288557214,30.845771144278608,DATAXFER,0.3246753246753247
480360,rsi,3475175,953,crash,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,mov,"mov, (%rdi,%rdx,8),%rax",0,1,23.646671,69.65174129353234,30.34825870646766,DATAXFER,0.391304347826087
47e200,xmm1,3483819,911,masked,<hypre_CSRMatrixMultiply._omp_fn.0>,mov,"mov, (%r8,%rax,8),%rdx",1,0,23.705773,69.65174129353234,30.34825870646766,DATAXFER,0.0
480190,rdx,3504227,1474,masked,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,mov,"mov, (%rdi,%rdx,8),%rcx",1,0,23.845311,70.14925373134328,29.85074626865672,DATAXFER,0.42105263157894735
47ff80,xmm0,3504665,542,masked,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,xMatvecOutOfPlace._omp_fn.6>:,xMatvecOutOfPlace._omp_fn.6>:,1,0,23.848306,70.64676616915423,29.35323383084577,UnKnown,0.39285714285714285
461f45,rdi,3526659,1143,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,cmp,"cmp, %rsi,%rax",1,0,23.998687,70.14925373134328,29.85074626865672,CONDITION,0.3157894736842105
461f45,rdx,3528601,1860,crash,<hypre_ParCSRRelaxThreads._omp_fn.2>,cmp,"cmp, %rsi,%rax",0,1,24.011965,70.14925373134328,29.85074626865672,CONDITION,0.3157894736842105
41185a,rsp,3536428,876,masked,<hypre_BoomerAMGCoarsenPMIS._omp_fn.7>,jle,"jle, 41185a, <hypre_BoomerAMG",1,0,24.065482,70.64676616915423,29.35323383084577,BR_OR_LP_CTRL,0.0
4702e9,rdx,3571803,296,masked,<hypre_ParMatmul._omp_fn.4>,mov,"mov, (%r8),%r9",1,0,24.307355,70.64676616915423,29.35323383084577,DATAXFER,0.0
461e90,rflags,3572932,1793,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,laxThreads._omp_fn.2>:,laxThreads._omp_fn.2>:,1,0,24.315074,71.14427860696517,28.855721393034827,UnKnown,0.1282051282051282
492571,rax,3574875,405,crash,<hypre_UnorderedIntSetCopyToArray._omp_fn.2>,cmp,"cmp, %rdx,0x10(%rsp)",0,1,24.328359,70.64676616915423,29.35323383084577,CONDITION,0.75
4813dd,rflags,3588963,445,crash,<hypre_CSRMatrixMatvecOutOfPlace>,movsd,"movsd, (%rsp),%xmm4",0,1,24.424684,70.64676616915423,29.35323383084577,UnKnown,1.0
4287d4,rdx,3594502,81,crash,<hypre_BoomerAMGBuildMultipass>,cmp,"cmp, %rax,(%rsi)",0,1,24.462557,70.64676616915423,29.35323383084577,CONDITION,1.0
48036e,rdx,3594502,81,masked,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,cmp,"cmp, %rcx,%rdx",1,0,24.462557,70.64676616915423,29.35323383084577,CONDITION,0.3
