IP,REG,fi,seg,result_class,FUC,INS,INS_FULL,Masked,Crash,Dynamic Execution,Masked%,Crash%,INS_type,CrashOnSameIP
400bf3,rdx,41586,1496,masked,<_Z7runTestiPPc._omp_fn.1>,cmp,"cmp, %esi,%edi",1,0,0.0,71.2871287128713,28.71287128712872,CONDITION,0.30434782608695654
400f07,r8,67914,2772,crash,<_Z7runTestiPPc>,cmp,"cmp, %rdi,%rax",0,1,0.037232,71.56862745098039,28.431372549019606,CONDITION,0.3795180722891566
400b0d,rax,94682,1676,masked,<_Z7runTestiPPc._omp_fn.0>,sub,"sub, %ebx,%esi",1,0,0.075086,71.84466019417475,28.155339805825243,INTEGER,0.203125
400b00,rdi,116047,2543,masked,<_Z7runTestiPPc._omp_fn.0>,add,"add, $0x1,%r8d",1,0,0.1053,72.11538461538461,27.884615384615383,INTEGER,0.29508196721311475
400c0e,r8,218250,1160,masked,<_Z7runTestiPPc._omp_fn.1>,add,"add, %r9,%rcx",1,0,0.249831,72.38095238095238,27.61904761904762,INTEGER,0.34375
400b00,rflags,249041,282,masked,<_Z7runTestiPPc._omp_fn.0>,add,"add, $0x1,%r8d",1,0,0.293374,72.64150943396227,27.358490566037737,INTEGER,0.29508196721311475
400f07,rflags,257369,836,crash,<_Z7runTestiPPc>,cmp,"cmp, %rdi,%rax",0,1,0.305151,72.89719626168224,27.10280373831776,CONDITION,0.3795180722891566
400be8,rdi,264427,674,masked,<_Z7runTestiPPc._omp_fn.1>,mov,"mov, 0xc(%rcx,%r11,4),%esi",1,0,0.315133,72.22222222222223,27.77777777777778,DATAXFER,0.22413793103448276
400b09,rdx,266038,196,crash,<_Z7runTestiPPc._omp_fn.0>,mov,"mov, (%rdx),%esi",0,1,0.317411,72.4770642201835,27.52293577981652,DATAXFER,0.34545454545454546
400ef8,rflags,300730,2138,masked,<_Z7runTestiPPc>,mov,"mov, 0x6020c0(,%rdx,4),%edx",1,0,0.366471,72.72727272727273,27.27272727272728,DATAXFER,0.291970802919708
400dd7,rdx,303865,432,masked,<_Z7runTestiPPc>,add,"add, $0x1,%rax",1,0,0.370904,72.07207207207207,27.92792792792793,INTEGER,0.30864197530864196
400bfd,rflags,316887,2486,masked,<_Z7runTestiPPc._omp_fn.1>,add,"add, (%r8),%esi",1,0,0.389319,72.32142857142857,27.678571428571427,INTEGER,0.26
400c0e,rsi,367006,604,crash,<_Z7runTestiPPc._omp_fn.1>,add,"add, %r9,%rcx",0,1,0.460196,72.56637168141593,27.43362831858407,INTEGER,0.34375
400ef0,rsi,398338,277,masked,<_Z7runTestiPPc>,movslq,"movslq, 0x4(%r13,%rax,1),%rdx",1,0,0.504504,71.9298245614035,28.07017543859649,DATAXFER,0.34673366834170855
400b04,rflags,480898,127,masked,<_Z7runTestiPPc._omp_fn.0>,mov,"mov, 0x4(%rdx,%r11,4),%ecx",1,0,0.621257,72.17391304347827,27.82608695652174,DATAXFER,0.2830188679245283
400bf5,rax,506274,404,masked,<_Z7runTestiPPc._omp_fn.1>,cmovl,"cmovl, %esi,%edi",1,0,0.657143,72.41379310344827,27.58620689655172,DATAXFER,0.3939393939393939
400c08,rdx,563491,951,masked,<_Z7runTestiPPc._omp_fn.1>,add,"add, %r9,%r8",1,0,0.738057,72.64957264957265,27.35042735042735,INTEGER,0.43137254901960786
400bf1,rflags,583196,733,masked,<_Z7runTestiPPc._omp_fn.1>,sub,"sub, %ebx,%edi",1,0,0.765923,72.88135593220339,27.11864406779661,INTEGER,0.39344262295081966
400ddb,rdx,667566,1748,masked,<_Z7runTestiPPc>,cmp,"cmp, %eax,%r12d",1,0,0.885235,73.10924369747899,26.89075630252101,CONDITION,0.28
400b11,rcx,698474,1024,crash,<_Z7runTestiPPc._omp_fn.0>,cmovl,"cmovl, %ecx,%esi",0,1,0.928944,72.5,27.5,DATAXFER,0.13793103448275862
400b00,rflags,721813,962,masked,<_Z7runTestiPPc._omp_fn.0>,add,"add, $0x1,%r8d",1,0,0.961949,72.72727272727273,27.27272727272728,INTEGER,0.29508196721311475
400f07,rflags,728591,171,masked,<_Z7runTestiPPc>,cmp,"cmp, %rdi,%rax",1,0,0.971534,72.95081967213115,27.049180327868854,CONDITION,0.3795180722891566
400ddb,rdx,780866,1293,masked,<_Z7runTestiPPc>,cmp,"cmp, %eax,%r12d",1,0,1.045459,73.17073170731707,26.82926829268293,CONDITION,0.28
400c00,rdx,798387,2788,crash,<_Z7runTestiPPc._omp_fn.1>,cmp,"cmp, %esi,%edi",0,1,1.070237,73.38709677419355,26.61290322580645,CONDITION,0.3880597014925373
400bf8,rflags,806740,2022,masked,<_Z7runTestiPPc._omp_fn.1>,mov,"mov, 0xc(%rcx,%r10,4),%esi",1,0,1.082049,73.6,26.4,DATAXFER,0.19642857142857142
400bed,rflags,821258,1236,masked,<_Z7runTestiPPc._omp_fn.1>,mov,"mov, (%rcx),%edi",1,0,1.10258,73.01587301587301,26.984126984126984,DATAXFER,0.33962264150943394
400f07,rax,822745,1660,masked,<_Z7runTestiPPc>,cmp,"cmp, %rdi,%rax",1,0,1.104683,73.22834645669292,26.771653543307085,CONDITION,0.3795180722891566
400bf3,rdx,840644,713,crash,<_Z7runTestiPPc._omp_fn.1>,cmp,"cmp, %esi,%edi",0,1,1.129995,72.65625,27.34375,CONDITION,0.30434782608695654
400f07,rflags,848570,1562,masked,<_Z7runTestiPPc>,cmp,"cmp, %rdi,%rax",1,0,1.141203,72.09302325581395,27.906976744186046,CONDITION,0.3795180722891566
400bf1,rax,908728,1918,crash,<_Z7runTestiPPc._omp_fn.1>,sub,"sub, %ebx,%edi",0,1,1.226276,71.53846153846153,28.46153846153846,INTEGER,0.39344262295081966
400bf8,rax,923579,854,masked,<_Z7runTestiPPc._omp_fn.1>,mov,"mov, 0xc(%rcx,%r10,4),%esi",1,0,1.247278,70.99236641221374,29.00763358778626,DATAXFER,0.19642857142857142
400ddb,rcx,935499,646,crash,<_Z7runTestiPPc>,cmp,"cmp, %eax,%r12d",0,1,1.264135,70.45454545454545,29.545454545454547,CONDITION,0.28
400b19,rsi,945754,1345,masked,<_Z7runTestiPPc._omp_fn.0>,add,"add, (%rdi),%ecx",1,0,1.278637,69.92481203007519,30.07518796992481,INTEGER,0.265625
400ae6,rflags,1028192,83,masked,<_Z7runTestiPPc._omp_fn.0>,sub,"sub, %rcx,%r11",1,0,1.395217,70.14925373134328,29.85074626865672,INTEGER,0.0
400bed,rcx,1031815,2078,masked,<_Z7runTestiPPc._omp_fn.1>,mov,"mov, (%rcx),%edi",1,0,1.400341,69.62962962962963,30.37037037037037,DATAXFER,0.33962264150943394
400be8,rsi,1034935,946,masked,<_Z7runTestiPPc._omp_fn.1>,mov,"mov, 0xc(%rcx,%r11,4),%esi",1,0,1.404753,69.11764705882354,30.88235294117647,DATAXFER,0.22413793103448276
400bed,rflags,1056991,2046,masked,<_Z7runTestiPPc._omp_fn.1>,mov,"mov, (%rcx),%edi",1,0,1.435944,69.34306569343066,30.656934306569344,DATAXFER,0.33962264150943394
400b26,rax,1061490,1244,masked,<_Z7runTestiPPc._omp_fn.0>,add,"add, %r9,%rdx",1,0,1.442306,68.84057971014492,31.15942028985508,INTEGER,0.2962962962962963
400bef,rdx,1074529,2341,masked,<_Z7runTestiPPc._omp_fn.1>,sub,"sub, %ebx,%esi",1,0,1.460745,69.06474820143885,30.93525179856115,INTEGER,0.36363636363636365
400f07,rflags,1085445,56,masked,<_Z7runTestiPPc>,cmp,"cmp, %rdi,%rax",1,0,1.476182,69.28571428571429,30.714285714285715,CONDITION,0.3795180722891566
400ef8,rdx,1094227,406,masked,<_Z7runTestiPPc>,mov,"mov, 0x6020c0(,%rdx,4),%edx",1,0,1.488601,69.50354609929079,30.49645390070922,DATAXFER,0.291970802919708
400c0e,rflags,1096330,393,masked,<_Z7runTestiPPc._omp_fn.1>,add,"add, %r9,%rcx",1,0,1.491575,69.71830985915493,30.281690140845072,INTEGER,0.34375
400f07,rax,1097876,1460,masked,<_Z7runTestiPPc>,cmp,"cmp, %rdi,%rax",1,0,1.493762,69.93006993006993,30.06993006993007,CONDITION,0.3795180722891566
400b09,rdx,1103565,892,masked,<_Z7runTestiPPc._omp_fn.0>,mov,"mov, (%rdx),%esi",1,0,1.501807,70.13888888888889,29.86111111111111,DATAXFER,0.34545454545454546
400ef0,rflags,1123747,1893,crash,<_Z7runTestiPPc>,movslq,"movslq, 0x4(%r13,%rax,1),%rdx",0,1,1.530347,70.34482758620689,29.655172413793103,DATAXFER,0.34673366834170855
400dd7,rcx,1126144,268,crash,<_Z7runTestiPPc>,add,"add, $0x1,%rax",0,1,1.533737,70.54794520547945,29.45205479452055,INTEGER,0.30864197530864196
400b09,rdx,1169870,654,masked,<_Z7runTestiPPc._omp_fn.0>,mov,"mov, (%rdx),%esi",1,0,1.595573,70.74829931972789,29.25170068027211,DATAXFER,0.34545454545454546
400b04,rcx,1221777,354,masked,<_Z7runTestiPPc._omp_fn.0>,mov,"mov, 0x4(%rdx,%r11,4),%ecx",1,0,1.668977,70.27027027027027,29.72972972972973,DATAXFER,0.2830188679245283
400ef5,rax,1234594,2526,crash,<_Z7runTestiPPc>,add,"add, %rcx,%rdx",0,1,1.687103,70.46979865771812,29.53020134228188,INTEGER,0.3141025641025641
400b19,rflags,1236357,371,crash,<_Z7runTestiPPc._omp_fn.0>,add,"add, (%rdi),%ecx",0,1,1.689596,70.66666666666667,29.33333333333333,INTEGER,0.265625
400c00,rflags,1237485,2383,crash,<_Z7runTestiPPc._omp_fn.1>,cmp,"cmp, %esi,%edi",0,1,1.691191,70.86092715231788,29.13907284768212,CONDITION,0.3880597014925373
400dd7,rflags,1262509,400,crash,<_Z7runTestiPPc>,add,"add, $0x1,%rax",0,1,1.726579,71.05263157894737,28.94736842105263,INTEGER,0.30864197530864196
400be8,rflags,1263071,337,masked,<_Z7runTestiPPc._omp_fn.1>,mov,"mov, 0xc(%rcx,%r11,4),%esi",1,0,1.727374,71.24183006535948,28.758169934640524,DATAXFER,0.22413793103448276
400ddb,rdi,1284704,2240,masked,<_Z7runTestiPPc>,cmp,"cmp, %eax,%r12d",1,0,1.757966,71.42857142857143,28.571428571428573,CONDITION,0.28
400bfd,rdx,1314041,1610,masked,<_Z7runTestiPPc._omp_fn.1>,add,"add, (%r8),%esi",1,0,1.799453,71.61290322580645,28.387096774193548,INTEGER,0.26
400ef8,rdx,1333112,1363,crash,<_Z7runTestiPPc>,mov,"mov, 0x6020c0(,%rdx,4),%edx",0,1,1.826423,71.7948717948718,28.205128205128204,DATAXFER,0.291970802919708
400bef,rflags,1394778,635,masked,<_Z7runTestiPPc._omp_fn.1>,sub,"sub, %ebx,%esi",1,0,1.913628,71.3375796178344,28.662420382165607,INTEGER,0.36363636363636365
400f07,rdx,1407872,1632,crash,<_Z7runTestiPPc>,cmp,"cmp, %rdi,%rax",0,1,1.932145,71.51898734177215,28.481012658227847,CONDITION,0.3795180722891566
400ef8,rcx,1458073,2714,masked,<_Z7runTestiPPc>,mov,"mov, 0x6020c0(,%rdx,4),%edx",1,0,2.003137,71.06918238993711,28.93081761006289,DATAXFER,0.291970802919708
400ef0,rsi,1485152,1147,crash,<_Z7runTestiPPc>,movslq,"movslq, 0x4(%r13,%rax,1),%rdx",0,1,2.041431,71.25,28.75,DATAXFER,0.34673366834170855
400b09,rdi,1535268,1274,masked,<_Z7runTestiPPc._omp_fn.0>,mov,"mov, (%rdx),%esi",1,0,2.112303,71.42857142857143,28.571428571428573,DATAXFER,0.34545454545454546
400c05,rdx,1618545,2784,masked,<_Z7runTestiPPc._omp_fn.1>,add,"add, $0x1,%edx",1,0,2.23007,71.60493827160494,28.395061728395063,INTEGER,0.2028985507246377
400ddb,rdx,1646866,2502,masked,<_Z7runTestiPPc>,cmp,"cmp, %eax,%r12d",1,0,2.270121,71.77914110429448,28.22085889570552,CONDITION,0.28
400b26,rflags,1670119,1780,masked,<_Z7runTestiPPc._omp_fn.0>,add,"add, %r9,%rdx",1,0,2.303004,71.95121951219512,28.04878048780488,INTEGER,0.2962962962962963
400f07,rflags,1698412,709,masked,<_Z7runTestiPPc>,cmp,"cmp, %rdi,%rax",1,0,2.343015,72.12121212121212,27.87878787878788,CONDITION,0.3795180722891566
400c11,rflags,1715966,2627,masked,<_Z7runTestiPPc._omp_fn.1>,cmp,"cmp, %eax,%edx",1,0,2.367839,71.6867469879518,28.3132530120482,CONDITION,0.34
400b0b,rdx,1728895,1861,masked,<_Z7runTestiPPc._omp_fn.0>,sub,"sub, %ebx,%ecx",1,0,2.386123,71.8562874251497,28.14371257485029,INTEGER,0.25333333333333335
400dd7,rsi,1739582,2711,masked,<_Z7runTestiPPc>,add,"add, $0x1,%rax",1,0,2.401236,71.42857142857143,28.571428571428573,INTEGER,0.30864197530864196
400ef8,rdx,1790732,2742,masked,<_Z7runTestiPPc>,mov,"mov, 0x6020c0(,%rdx,4),%edx",1,0,2.47357,71.00591715976331,28.99408284023669,DATAXFER,0.291970802919708
400f03,rflags,1814446,361,crash,<_Z7runTestiPPc>,add,"add, $0x4,%rax",0,1,2.507105,70.58823529411765,29.41176470588235,INTEGER,0.3673469387755102
400b0d,rflags,1845805,157,masked,<_Z7runTestiPPc._omp_fn.0>,sub,"sub, %ebx,%esi",1,0,2.551452,70.76023391812865,29.239766081871345,INTEGER,0.203125
400bfd,rflags,1868406,2010,crash,<_Z7runTestiPPc._omp_fn.1>,add,"add, (%r8),%esi",0,1,2.583413,70.93023255813954,29.069767441860463,INTEGER,0.26
400b0f,rdx,1891727,1312,crash,<_Z7runTestiPPc._omp_fn.0>,cmp,"cmp, %ecx,%esi",0,1,2.616393,70.52023121387283,29.479768786127167,CONDITION,0.4117647058823529
400f07,rflags,1902918,1127,masked,<_Z7runTestiPPc>,cmp,"cmp, %rdi,%rax",1,0,2.632219,70.6896551724138,29.310344827586206,CONDITION,0.3795180722891566
400ef0,rflags,1940720,2735,masked,<_Z7runTestiPPc>,movslq,"movslq, 0x4(%r13,%rax,1),%rdx",1,0,2.685677,70.28571428571429,29.714285714285715,DATAXFER,0.34673366834170855
400ef0,rax,2004626,2382,masked,<_Z7runTestiPPc>,movslq,"movslq, 0x4(%r13,%rax,1),%rdx",1,0,2.77605,70.45454545454545,29.545454545454547,DATAXFER,0.34673366834170855
400f07,rsi,2025674,184,masked,<_Z7runTestiPPc>,cmp,"cmp, %rdi,%rax",1,0,2.805815,70.05649717514125,29.94350282485876,CONDITION,0.3795180722891566
400f03,rdx,2080301,1079,masked,<_Z7runTestiPPc>,add,"add, $0x4,%rax",1,0,2.883067,69.66292134831461,30.337078651685392,INTEGER,0.3673469387755102
400b1b,rdx,2135080,2725,masked,<_Z7runTestiPPc._omp_fn.0>,cmp,"cmp, %ecx,%esi",1,0,2.960533,69.83240223463687,30.16759776536313,CONDITION,0.2857142857142857
400b04,rdx,2135541,2096,masked,<_Z7runTestiPPc._omp_fn.0>,mov,"mov, 0x4(%rdx,%r11,4),%ecx",1,0,2.961185,70.0,30.0,DATAXFER,0.2830188679245283
400c05,r8,2168726,1097,masked,<_Z7runTestiPPc._omp_fn.1>,add,"add, $0x1,%edx",1,0,3.008114,70.1657458563536,29.834254143646408,INTEGER,0.2028985507246377
400f07,rsi,2184996,2062,masked,<_Z7runTestiPPc>,cmp,"cmp, %rdi,%rax",1,0,3.031122,70.32967032967034,29.67032967032967,CONDITION,0.3795180722891566
400f07,rax,2241198,1786,crash,<_Z7runTestiPPc>,cmp,"cmp, %rdi,%rax",0,1,3.110601,70.49180327868852,29.508196721311474,CONDITION,0.3795180722891566
400c05,rdx,2244444,1273,masked,<_Z7runTestiPPc._omp_fn.1>,add,"add, $0x1,%edx",1,0,3.115191,70.65217391304348,29.347826086956523,INTEGER,0.2028985507246377
400bf1,rsi,2369541,2657,masked,<_Z7runTestiPPc._omp_fn.1>,sub,"sub, %ebx,%edi",1,0,3.292098,70.27027027027027,29.72972972972973,INTEGER,0.39344262295081966
400ddb,rcx,2391663,1983,masked,<_Z7runTestiPPc>,cmp,"cmp, %eax,%r12d",1,0,3.323382,69.89247311827957,30.107526881720432,CONDITION,0.28
400c00,r8,2465241,2402,masked,<_Z7runTestiPPc._omp_fn.1>,cmp,"cmp, %esi,%edi",1,0,3.427433,69.5187165775401,30.48128342245989,CONDITION,0.3880597014925373
400ef5,rdx,2488472,1858,masked,<_Z7runTestiPPc>,add,"add, %rcx,%rdx",1,0,3.460285,69.14893617021276,30.85106382978724,INTEGER,0.3141025641025641
400b00,rax,2523779,448,crash,<_Z7runTestiPPc._omp_fn.0>,add,"add, $0x1,%r8d",0,1,3.510215,69.31216931216932,30.687830687830687,INTEGER,0.29508196721311475
400f03,rax,2530599,2266,masked,<_Z7runTestiPPc>,add,"add, $0x4,%rax",1,0,3.519859,69.47368421052632,30.526315789473685,INTEGER,0.3673469387755102
400ef8,rflags,2531306,109,crash,<_Z7runTestiPPc>,mov,"mov, 0x6020c0(,%rdx,4),%edx",0,1,3.520859,69.63350785340315,30.36649214659686,DATAXFER,0.291970802919708
400ef8,rcx,2560186,1386,masked,<_Z7runTestiPPc>,mov,"mov, 0x6020c0(,%rdx,4),%edx",1,0,3.5617,69.27083333333333,30.729166666666668,DATAXFER,0.291970802919708
400b0f,rflags,2588918,2089,masked,<_Z7runTestiPPc._omp_fn.0>,cmp,"cmp, %ecx,%esi",1,0,3.602332,69.43005181347151,30.569948186528496,CONDITION,0.4117647058823529
400ef8,r8,2592021,780,crash,<_Z7runTestiPPc>,mov,"mov, 0x6020c0(,%rdx,4),%edx",0,1,3.60672,69.0721649484536,30.927835051546392,DATAXFER,0.291970802919708
400ef0,rdx,2607205,251,crash,<_Z7runTestiPPc>,movslq,"movslq, 0x4(%r13,%rax,1),%rdx",0,1,3.628192,69.23076923076923,30.76923076923077,DATAXFER,0.34673366834170855
400b1d,rdx,2616671,2628,masked,<_Z7runTestiPPc._omp_fn.0>,cmovge,"cmovge, %esi,%ecx",1,0,3.641579,68.87755102040816,31.12244897959184,UnKnown,0.3333333333333333
400f07,rsi,2622192,770,masked,<_Z7runTestiPPc>,cmp,"cmp, %rdi,%rax",1,0,3.649386,68.52791878172589,31.47208121827412,CONDITION,0.3795180722891566
400ef8,rflags,2627357,797,crash,<_Z7runTestiPPc>,mov,"mov, 0x6020c0(,%rdx,4),%edx",0,1,3.656691,68.68686868686869,31.31313131313131,DATAXFER,0.291970802919708
400b14,rdx,2666759,312,crash,<_Z7runTestiPPc._omp_fn.0>,mov,"mov, 0x4(%rdx,%r10,4),%ecx",0,1,3.712411,68.84422110552764,31.155778894472363,DATAXFER,0.4375
400ef0,rflags,2671897,577,crash,<_Z7runTestiPPc>,movslq,"movslq, 0x4(%r13,%rax,1),%rdx",0,1,3.719677,68.5,31.5,DATAXFER,0.34673366834170855
400c11,rflags,2797832,513,masked,<_Z7runTestiPPc._omp_fn.1>,cmp,"cmp, %eax,%edx",1,0,3.897769,68.65671641791045,31.34328358208955,CONDITION,0.34
400dd7,rflags,2800829,1971,masked,<_Z7runTestiPPc>,add,"add, $0x1,%rax",1,0,3.902008,68.65671641791045,31.34328358208955,INTEGER,0.30864197530864196
400f03,rdx,2812570,1396,masked,<_Z7runTestiPPc>,add,"add, $0x4,%rax",1,0,3.918611,69.1542288557214,30.845771144278608,INTEGER,0.3673469387755102
400b19,rcx,2839917,852,masked,<_Z7runTestiPPc._omp_fn.0>,add,"add, (%rdi),%ecx",1,0,3.957284,68.65671641791045,31.34328358208955,INTEGER,0.265625
400c08,rcx,2858394,2334,masked,<_Z7runTestiPPc._omp_fn.1>,add,"add, %r9,%r8",1,0,3.983414,68.65671641791045,31.34328358208955,INTEGER,0.43137254901960786
400ddb,rflags,2949601,1600,masked,<_Z7runTestiPPc>,cmp,"cmp, %eax,%r12d",1,0,4.112395,68.65671641791045,31.34328358208955,CONDITION,0.28
400ef0,rax,3034824,2357,masked,<_Z7runTestiPPc>,movslq,"movslq, 0x4(%r13,%rax,1),%rdx",1,0,4.232914,68.65671641791045,31.34328358208955,DATAXFER,0.34673366834170855
400b0f,rax,3072797,755,crash,<_Z7runTestiPPc._omp_fn.0>,cmp,"cmp, %ecx,%esi",0,1,4.286613,69.1542288557214,30.845771144278608,CONDITION,0.4117647058823529
400ddb,rflags,3098732,1538,masked,<_Z7runTestiPPc>,cmp,"cmp, %eax,%r12d",1,0,4.32329,68.65671641791045,31.34328358208955,CONDITION,0.28
400c02,rcx,3228867,1915,masked,<_Z7runTestiPPc._omp_fn.1>,cmovge,"cmovge, %edi,%esi",1,0,4.507321,69.1542288557214,30.845771144278608,UnKnown,0.36363636363636365
400b20,rax,3245386,1189,crash,<_Z7runTestiPPc._omp_fn.0>,add,"add, %r9,%rdi",0,1,4.530682,68.65671641791045,31.34328358208955,INTEGER,0.45901639344262296
400ef0,rflags,3277445,1101,masked,<_Z7runTestiPPc>,movslq,"movslq, 0x4(%r13,%rax,1),%rdx",1,0,4.576018,68.65671641791045,31.34328358208955,DATAXFER,0.34673366834170855
400c05,rdi,3296430,1134,masked,<_Z7runTestiPPc._omp_fn.1>,add,"add, $0x1,%edx",1,0,4.602866,68.65671641791045,31.34328358208955,INTEGER,0.2028985507246377
400ef8,rsi,3300878,1778,crash,<_Z7runTestiPPc>,mov,"mov, 0x6020c0(,%rdx,4),%edx",0,1,4.609156,69.1542288557214,30.845771144278608,DATAXFER,0.291970802919708
400c00,r8,3310771,1175,masked,<_Z7runTestiPPc._omp_fn.1>,cmp,"cmp, %esi,%edi",1,0,4.623146,68.65671641791045,31.34328358208955,CONDITION,0.3880597014925373
400ef5,rdx,3409591,1287,masked,<_Z7runTestiPPc>,add,"add, %rcx,%rdx",1,0,4.762894,68.65671641791045,31.34328358208955,INTEGER,0.3141025641025641
400dd7,rcx,3485885,1981,masked,<_Z7runTestiPPc>,add,"add, $0x1,%rax",1,0,4.870785,68.65671641791045,31.34328358208955,INTEGER,0.30864197530864196
400ddb,rcx,3496322,556,masked,<_Z7runTestiPPc>,cmp,"cmp, %eax,%r12d",1,0,4.885545,68.1592039800995,31.8407960199005,CONDITION,0.28
400b26,rax,3524802,1390,masked,<_Z7runTestiPPc._omp_fn.0>,add,"add, %r9,%rdx",1,0,4.92582,68.1592039800995,31.8407960199005,INTEGER,0.2962962962962963
400b29,rdi,3526562,2358,crash,<_Z7runTestiPPc._omp_fn.0>,cmp,"cmp, %ebp,%r8d",0,1,4.928309,67.66169154228855,32.33830845771144,CONDITION,0.3283582089552239
400b26,rdi,3527350,1483,masked,<_Z7runTestiPPc._omp_fn.0>,add,"add, %r9,%rdx",1,0,4.929424,68.1592039800995,31.8407960199005,INTEGER,0.2962962962962963
400b19,rcx,3531776,573,masked,<_Z7runTestiPPc._omp_fn.0>,add,"add, (%rdi),%ecx",1,0,4.935683,67.66169154228855,32.33830845771144,INTEGER,0.265625
400bef,rax,3535738,1517,masked,<_Z7runTestiPPc._omp_fn.1>,sub,"sub, %ebx,%esi",1,0,4.941286,67.66169154228855,32.33830845771144,INTEGER,0.36363636363636365
400ef0,rflags,3567645,2163,masked,<_Z7runTestiPPc>,movslq,"movslq, 0x4(%r13,%rax,1),%rdx",1,0,4.986407,67.16417910447761,32.83582089552239,DATAXFER,0.34673366834170855
400ef0,rcx,3582904,1615,masked,<_Z7runTestiPPc>,movslq,"movslq, 0x4(%r13,%rax,1),%rdx",1,0,5.007986,67.66169154228855,32.33830845771144,DATAXFER,0.34673366834170855
400ef0,rsi,3586209,1473,crash,<_Z7runTestiPPc>,movslq,"movslq, 0x4(%r13,%rax,1),%rdx",0,1,5.01266,67.16417910447761,32.83582089552239,DATAXFER,0.34673366834170855
400ef0,rflags,3599021,505,masked,<_Z7runTestiPPc>,movslq,"movslq, 0x4(%r13,%rax,1),%rdx",1,0,5.030778,67.16417910447761,32.83582089552239,DATAXFER,0.34673366834170855
400c08,rsi,3618048,2338,crash,<_Z7runTestiPPc._omp_fn.1>,add,"add, %r9,%r8",0,1,5.057685,67.16417910447761,32.83582089552239,INTEGER,0.43137254901960786
400b0b,rax,3655987,457,crash,<_Z7runTestiPPc._omp_fn.0>,sub,"sub, %ebx,%ecx",0,1,5.111337,67.66169154228855,32.33830845771144,INTEGER,0.25333333333333335
400b26,rax,3659117,1593,crash,<_Z7runTestiPPc._omp_fn.0>,add,"add, %r9,%rdx",0,1,5.115763,67.16417910447761,32.83582089552239,INTEGER,0.2962962962962963
400ddb,rcx,3696668,419,crash,<_Z7runTestiPPc>,cmp,"cmp, %eax,%r12d",0,1,5.168866,67.16417910447761,32.83582089552239,CONDITION,0.28
400dd7,rcx,3760657,1868,crash,<_Z7runTestiPPc>,add,"add, $0x1,%rax",0,1,5.259357,67.16417910447761,32.83582089552239,INTEGER,0.30864197530864196
400be8,rflags,3764910,954,crash,<_Z7runTestiPPc._omp_fn.1>,mov,"mov, 0xc(%rcx,%r11,4),%esi",0,1,5.265371,67.66169154228855,32.33830845771144,DATAXFER,0.22413793103448276
400b00,rflags,3782148,139,masked,<_Z7runTestiPPc._omp_fn.0>,add,"add, $0x1,%r8d",1,0,5.289748,67.16417910447761,32.83582089552239,INTEGER,0.29508196721311475
400ef5,rsi,3783688,727,crash,<_Z7runTestiPPc>,add,"add, %rcx,%rdx",0,1,5.291926,67.16417910447761,32.83582089552239,INTEGER,0.3141025641025641
400bf8,r8,3835097,280,crash,<_Z7runTestiPPc._omp_fn.1>,mov,"mov, 0xc(%rcx,%r10,4),%esi",0,1,5.364627,67.16417910447761,32.83582089552239,DATAXFER,0.19642857142857142
400b0d,rflags,3883680,417,masked,<_Z7runTestiPPc._omp_fn.0>,sub,"sub, %ebx,%esi",1,0,5.433331,66.66666666666667,33.333333333333336,INTEGER,0.203125
400f03,rdx,3904951,993,crash,<_Z7runTestiPPc>,add,"add, $0x4,%rax",0,1,5.463411,66.66666666666667,33.333333333333336,INTEGER,0.3673469387755102
400b0b,rsi,3907681,2586,masked,<_Z7runTestiPPc._omp_fn.0>,sub,"sub, %ebx,%ecx",1,0,5.467272,66.16915422885572,33.83084577114428,INTEGER,0.25333333333333335
400ef8,rsi,3912170,1906,masked,<_Z7runTestiPPc>,mov,"mov, 0x6020c0(,%rdx,4),%edx",1,0,5.47362,66.16915422885572,33.83084577114428,DATAXFER,0.291970802919708
400ddb,rcx,3914755,276,masked,<_Z7runTestiPPc>,cmp,"cmp, %eax,%r12d",1,0,5.477276,66.16915422885572,33.83084577114428,CONDITION,0.28
400b09,rcx,3980051,330,masked,<_Z7runTestiPPc._omp_fn.0>,mov,"mov, (%rdx),%esi",1,0,5.569615,66.16915422885572,33.83084577114428,DATAXFER,0.34545454545454546
400f03,rdi,4039407,1571,masked,<_Z7runTestiPPc>,add,"add, $0x4,%rax",1,0,5.653553,65.67164179104478,34.32835820895522,INTEGER,0.3673469387755102
400b09,rcx,4054764,2025,masked,<_Z7runTestiPPc._omp_fn.0>,mov,"mov, (%rdx),%esi",1,0,5.675271,65.17412935323384,34.82587064676617,DATAXFER,0.34545454545454546
400f07,rflags,4090756,2286,masked,<_Z7runTestiPPc>,cmp,"cmp, %rdi,%rax",1,0,5.726169,64.67661691542288,35.32338308457712,CONDITION,0.3795180722891566
400bef,rsi,4123006,2479,masked,<_Z7runTestiPPc._omp_fn.1>,sub,"sub, %ebx,%esi",1,0,5.771776,64.67661691542288,35.32338308457712,INTEGER,0.36363636363636365
400c08,rax,4125491,299,masked,<_Z7runTestiPPc._omp_fn.1>,add,"add, %r9,%r8",1,0,5.77529,64.67661691542288,35.32338308457712,INTEGER,0.43137254901960786
400b0b,rcx,4147677,2738,crash,<_Z7runTestiPPc._omp_fn.0>,sub,"sub, %ebx,%ecx",0,1,5.806664,64.67661691542288,35.32338308457712,INTEGER,0.25333333333333335
