IP,REG,fi,seg,result_class,FUC,INS,INS_FULL,Masked,Crash,Sdc,Dynamic Execution,Masked%,Crash%,Sdc%,Masked%+Sdc%,INS_type,Unnamed: 17,0x4209bb,CrashOnSameIP
415881,rax,5219,7001,masked,<HPL_dlamc1>,movapd,"movapd, %xmm0,%xmm1",1,0,0,0.0,27.72277228,11.88118812,60.3960396,88.11881188,DATAXFER,,0x4209c0,0.0
415837,rsi,5274,8959,sdc,<HPL_dlamc1>,mulsd,"mulsd, %xmm1,%xmm0",0,0,1,1.1e-05,28.43137255,11.76470588,59.80392157,88.23529412,FP,,0x4209c3,0.0
4162ea,rdi,6482,5018,masked,<HPL_dlamc4>,jmp,"jmp, 4162ea, <HPL_dlamc4+0x13",1,0,0,0.000259,28.15533981,11.65048544,60.19417476,88.34951456,BR_OR_LP_CTRL,,0x4209c6,0.0
4163bd,rcx,44854,9787,masked,<HPL_dlamc4>,ucomisd,"ucomisd, -0x28(%rbp),%xmm0",1,0,0,0.008142,27.88461538,11.53846154,60.57692308,88.46153846,CONDITION,,0x4209cb,0.0
4161a9,xmm3,173081,11978,masked,<HPL_dlamc3>,mov,"mov, -0x18(%rbp),%rax",1,0,0,0.034482,27.61904762,11.42857143,60.95238095,88.57142857,DATAXFER,,0x4209ce,0.0
41618d,rdi,217683,3852,crash,<HPL_dlamc3>,mov,"mov, %rsp,%rbp",0,1,0,0.043645,27.35849057,11.32075472,61.32075472,88.67924528,DATAXFER,,0x4209d4,1.0
41625b,r9,275473,5127,masked,<HPL_dlamc4>,lea,"lea, -0x1(%rax),%edx",1,0,0,0.055516,27.10280374,11.21495327,61.68224299,88.78504673,INTEGER,,0x4209d9,0.0
41631b,rax,307634,8019,masked,<HPL_dlamc4>,movsd,"movsd, -0x58(%rbp),%xmm0",1,0,0,0.062122,26.85185185,12.03703704,61.11111111,87.96296296,UnKnown,,0x4209de,0.0
41618d,rsp,313798,7338,crash,<HPL_dlamc3>,mov,"mov, %rsp,%rbp",0,1,0,0.063389,26.60550459,11.9266055,61.46788991,88.0733945,DATAXFER,,0x4209e1,1.0
4161b1,rsi,387000,1488,masked,<HPL_dlamc3>,movsd,"movsd, -0x18(%rbp),%xmm0",1,0,0,0.078426,26.36363636,11.81818182,61.81818182,88.18181818,UnKnown,,0x42bdd0,0.0
41619a,rdi,393374,9789,masked,<HPL_dlamc3>,movsd,"movsd, -0x8(%rbp),%xmm0",1,0,0,0.079735,27.02702703,11.71171171,61.26126126,88.28828829,UnKnown,,0x42bdd2,0.0
4165ad,rdi,449299,10521,masked,<HPL_dlamc5>,jmp,"jmp, 4165ad, <HPL_dlamc5+0x1d",1,0,0,0.091223,26.78571429,11.60714286,61.60714286,88.39285714,BR_OR_LP_CTRL,,0x42bdd5,0.0
42be8f,rflags,588298,1753,masked,<HPL_lmul>,mov,"mov, %ebx,%edi",1,0,0,0.119777,26.54867257,11.50442478,61.94690265,88.49557522,DATAXFER,,0x42bdd8,0.0
42be94,rbx,616896,5789,sdc,<HPL_lmul>,mov,"mov, -0x30(%rsp,%rcx,4),%ebx",0,0,1,0.125651,26.31578947,11.40350877,62.28070175,88.59649123,DATAXFER,,0x42bddb,0.0
42bed1,rdi,619583,10100,masked,<HPL_lmul>,movzwl,"movzwl, %si,%esi",1,0,0,0.126203,26.95652174,11.30434783,61.73913043,88.69565217,DATAXFER,,0x42bddf,0.0
42be8f,,676546,5453,sdc,<HPL_lmul>,mov,"mov, %ebx,%edi",0,0,1,0.137905,26.72413793,11.20689655,62.06896552,88.79310345,DATAXFER,,0x42bde3,0.0
42bdd2,rbx,715434,11630,sdc,<HPL_ladd>,mov,"mov, (%rdi),%r10d",0,0,1,0.145893,27.35042735,11.11111111,61.53846154,88.88888889,DATAXFER,,0x42bde6,0.0
42be9d,xmm2,755744,1525,sdc,<HPL_lmul>,imul,"imul, %r9d,%ebx",0,0,1,0.154173,27.11864407,11.01694915,61.86440678,88.98305085,INTEGER,,0x42bde9,0.0
42bf00,rbx,778949,4078,sdc,<HPL_lmul>,cmp,"cmp, $0x4,%rcx",0,0,1,0.15894,26.8907563,10.92436975,62.18487395,89.07563025,CONDITION,,0x42bded,0.20085470085470086
42bf24,rbx,868890,12568,sdc,<HPL_lmul>,or,"or, %r9d,%r11d",0,0,1,0.177416,27.5,10.83333333,61.66666667,89.16666667,LOGICAL,,0x42bdf1,0.0
42be41,rsi,881195,9557,sdc,<HPL_lmul>,mov,"mov, (%rsi),%ecx",0,0,1,0.179944,27.27272727,10.74380165,61.98347107,89.25619835,DATAXFER,,0x42bdf4,0.0
42bf11,rbx,918980,4658,sdc,<HPL_lmul>,movzwl,"movzwl, -0x18(%rsp),%r8d",0,0,1,0.187706,27.04918033,10.6557377,62.29508197,89.3442623,DATAXFER,,0x42bdf8,0.0
42be4a,rcx,1131474,2825,sdc,<HPL_lmul>,mov,"mov, (%rdi),%r11d",0,0,1,0.231356,26.82926829,10.56910569,62.60162602,89.43089431,DATAXFER,,0x42bdfc,0.0
420ad4,rflags,1260566,6567,masked,<HPL_rand>,addsd,"addsd, %xmm2,%xmm1",1,0,0,0.257874,26.61290323,10.48387097,62.90322581,89.51612903,FP,,0x42bdff,0.0
42bea3,r9,1305300,10409,sdc,<HPL_lmul>,mov,"mov, %esi,%edi",0,0,1,0.267064,26.4,10.4,63.2,89.6,DATAXFER,,0x42be02,0.0
42befc,rbx,1310400,4929,masked,<HPL_lmul>,add,"add, $0x4,%rax",1,0,0,0.268111,26.98412698,10.31746032,62.6984127,89.68253968,INTEGER,,0x42be06,0.5772727272727273
42be09,xmm4,1333149,12410,sdc,<HPL_ladd>,sub,"sub, %r9d,%r8d",0,0,1,0.272784,26.77165354,10.23622047,62.99212598,89.76377953,INTEGER,,0x42be09,0.0
42bea3,rcx,1352511,16,masked,<HPL_lmul>,mov,"mov, %esi,%edi",1,0,0,0.276762,26.5625,10.15625,63.28125,89.84375,DATAXFER,,0x42be0c,0.0
42be09,xmm5,1352760,4113,sdc,<HPL_ladd>,sub,"sub, %r9d,%r8d",0,0,1,0.276813,26.35658915,10.85271318,62.79069767,89.14728682,INTEGER,,0x42be10,0.0
42beb8,rbx,1377730,5546,sdc,<HPL_lmul>,imul,"imul, %r11d,%ebx",0,0,1,0.281942,26.15384615,10.76923077,63.07692308,89.23076923,INTEGER,,0x42be13,0.0
42bebc,rbx,1443771,5728,sdc,<HPL_lmul>,add,"add, %ebx,%esi",0,0,1,0.295509,26.71755725,10.6870229,62.59541985,89.3129771,INTEGER,,0x42be16,0.0
42bde6,xmm1,1489627,4721,sdc,<HPL_ladd>,add,"add, %edi,%r8d",0,0,1,0.304928,27.27272727,10.60606061,62.12121212,89.39393939,INTEGER,,0x42be1a,0.0
42be91,rbx,1516126,6378,sdc,<HPL_lmul>,movzwl,"movzwl, %bx,%esi",0,0,1,0.310372,27.06766917,10.52631579,62.40601504,89.47368421,DATAXFER,,0x42be1d,0.0
42bea3,rdi,1532659,8358,sdc,<HPL_lmul>,mov,"mov, %esi,%edi",0,0,1,0.313768,26.86567164,10.44776119,62.68656716,89.55223881,DATAXFER,,0x42be20,0.0
42bed8,rbx,1568786,12560,masked,<HPL_lmul>,add,"add, %ebx,%esi",1,0,0,0.321189,26.66666667,10.37037037,62.96296296,89.62962963,INTEGER,,0x42be22,0.0
420aa5,rbx,1621113,11516,sdc,<HPL_rand>,shr,"shr, $0x10,%eax",0,0,1,0.331938,26.47058824,10.29411765,63.23529412,89.70588235,SHIFT,,0x42be24,0.0
420a9e,rbx,1662459,9987,masked,<HPL_rand>,cvtsi2sd,"cvtsi2sd, %edx,%xmm0",1,0,0,0.340432,27.00729927,10.2189781,62.77372263,89.7810219,CONVERT,,0x42be27,0.0
42befc,rbx,1697297,11601,sdc,<HPL_lmul>,add,"add, $0x4,%rax",0,0,1,0.347588,27.53623188,10.14492754,62.31884058,89.85507246,INTEGER,,0x42be2a,0.5772727272727273
42bdd0,rsi,1700479,9791,sdc,<HPL_ladd>,mov,"mov, (%rsi),%ecx",0,0,1,0.348242,27.3381295,10.07194245,62.58992806,89.92805755,DATAXFER,,0x42be2e,0.0
42beb5,rsi,1802576,5305,sdc,<HPL_lmul>,movzwl,"movzwl, %si,%esi",0,0,1,0.369215,27.14285714,10.0,62.85714286,90.0,DATAXFER,,0x42be31,0.0
420ae0,rsp,1833534,1216,sdc,<HPL_rand>,mulsd,"mulsd, %xmm0,%xmm1",0,0,1,0.375574,26.95035461,9.929078014,63.12056738,90.07092199,FP,,0x42be33,0.0
42bef8,rsi,1900945,795,crash,<HPL_lmul>,add,"add, $0x1,%rcx",0,1,0,0.389422,26.76056338,9.85915493,63.38028169,90.14084507,INTEGER,,0x42be36,0.9689119170984456
42bea1,rflags,1904499,3828,sdc,<HPL_lmul>,add,"add, %ebx,%esi",0,0,1,0.390152,26.57342657,9.79020979,63.63636364,90.20979021,INTEGER,,0x42be38,0.0
42bf11,rcx,1988216,10303,masked,<HPL_lmul>,movzwl,"movzwl, -0x18(%rsp),%r8d",1,0,0,0.407349,26.38888889,9.722222222,63.88888889,90.27777778,DATAXFER,,0x42be3b,0.0
42be58,rdi,2089841,305,sdc,<HPL_lmul>,shr,"shr, $0x10,%ecx",0,0,1,0.428225,26.89655172,9.655172414,63.44827586,90.34482759,SHIFT,,0x42be40,0.0
420b5b,rsi,2098567,4463,crash,<HPL_setran>,mov,"mov, $0xe54938,%edi",0,1,0,0.430017,26.71232877,9.589041096,63.69863014,90.4109589,DATAXFER,,0x42be41,0.40425531914893614
420b8d,,2109217,3491,crash,<HPL_setran>,add,"add, $0x18,%rsp",0,1,0,0.432205,27.21088435,9.523809524,63.26530612,90.47619048,INTEGER,,0x42be43,0.9791666666666666
42be5b,rbx,2120713,10310,sdc,<HPL_lmul>,movzwl,"movzwl, %r8w,%r10d",0,0,1,0.434566,27.7027027,9.459459459,62.83783784,90.54054054,DATAXFER,,0x42be47,0.0
42be94,rflags,2136520,3835,sdc,<HPL_lmul>,mov,"mov, -0x30(%rsp,%rcx,4),%ebx",0,0,1,0.437814,28.18791946,9.395973154,62.41610738,90.60402685,DATAXFER,,0x42be4a,0.0
42be40,rdx,2177207,10087,crash,<HPL_lmul>,push,"push, %rbx",0,1,0,0.446172,28.0,9.333333333,62.66666667,90.66666667,STACK,,0x42be4d,1.0
42bded,rflags,2227047,2731,sdc,<HPL_ladd>,lea,"lea, (%rcx,%r10,1),%r11d",0,0,1,0.45641,27.81456954,9.271523179,62.91390728,90.72847682,INTEGER,,0x42be55,0.0
42becd,rax,2259018,11800,sdc,<HPL_lmul>,mov,"mov, -0x38(%rsp,%rcx,4),%ebx",0,0,1,0.462977,28.28947368,9.210526316,62.5,90.78947368,DATAXFER,,0x42be58,0.0
420a70,rbx,2440084,9991,crash,<HPL_rand>,sub,"sub, $0x18,%rsp",0,1,0,0.500172,28.75816993,9.150326797,62.09150327,90.8496732,INTEGER,,0x42be5b,1.0
42befc,r11,2463895,8174,masked,<HPL_lmul>,add,"add, $0x4,%rax",1,0,0,0.505063,28.57142857,9.090909091,62.33766234,90.90909091,INTEGER,,0x42be5f,0.5772727272727273
42be6d,rax,2532141,8213,sdc,<HPL_lmul>,movzwl,"movzwl, %r11w,%r9d",0,0,1,0.519082,28.38709677,9.032258065,62.58064516,90.96774194,DATAXFER,,0x42be63,0.0
420a90,r11,2540834,5940,sdc,<HPL_rand>,movsd,"movsd, 0x7d1a48(%rip),%xmm3",0,0,1,0.520868,28.84615385,8.974358974,62.17948718,91.02564103,UnKnown,,0x42be66,0.0
42be5f,xmm3,2600873,11657,sdc,<HPL_lmul>,shr,"shr, $0x10,%r8d",0,0,1,0.533201,29.29936306,8.917197452,61.78343949,91.08280255,SHIFT,,0x42be6a,0.0
420a8c,xmm4,2647426,2651,sdc,<HPL_rand>,mov,"mov, 0x4(%rsp),%eax",0,0,1,0.542764,29.11392405,8.860759494,62.02531646,91.13924051,DATAXFER,,0x42be6d,0.0
42be33,rax,2691298,6241,sdc,<HPL_ladd>,shl,"shl, $0x10,%eax",0,0,1,0.551777,28.93081761,8.805031447,62.26415094,91.19496855,SHIFT,,0x42be71,0.0
42bed4,rax,2702285,4508,sdc,<HPL_lmul>,imul,"imul, %r10d,%ebx",0,0,1,0.554033,28.75,8.75,62.5,91.25,INTEGER,,0x42be75,0.0
42bea8,rbx,2763396,7432,sdc,<HPL_lmul>,shr,"shr, $0x10,%edi",0,0,1,0.566587,28.57142857,8.695652174,62.73291925,91.30434783,SHIFT,,0x42be7a,0.0
420aa2,xmm0,2832849,9092,sdc,<HPL_rand>,movzwl,"movzwl, %ax,%esi",0,0,1,0.580854,29.01234568,8.641975309,62.34567901,91.35802469,DATAXFER,,0x42be7e,0.0
420ae0,rax,2840823,11637,sdc,<HPL_rand>,mulsd,"mulsd, %xmm0,%xmm1",0,0,1,0.582492,29.44785276,8.588957055,61.96319018,91.41104294,FP,,0x42be82,0.0
42bf27,rsp,2843097,4081,sdc,<HPL_lmul>,or,"or, %r10d,%r8d",0,0,1,0.582959,29.26829268,9.146341463,61.58536585,90.85365854,LOGICAL,,0x42be86,0.0
42be8f,r8,3126307,412,sdc,<HPL_lmul>,mov,"mov, %ebx,%edi",0,0,1,0.641136,29.09090909,9.090909091,61.81818182,90.90909091,DATAXFER,,0x42be8a,0.0
420b83,r15,3139002,7842,crash,<HPL_setran>,mov,"mov, $0xe54940,%esi",0,1,0,0.643744,28.91566265,9.036144578,62.04819277,90.96385542,DATAXFER,,0x42be8c,0.32142857142857145
42be94,rbx,3181674,2678,sdc,<HPL_lmul>,mov,"mov, -0x30(%rsp,%rcx,4),%ebx",0,0,1,0.65251,28.74251497,8.982035928,62.2754491,91.01796407,DATAXFER,,0x42be8f,0.0
42be20,rbx,3182517,811,masked,<HPL_ladd>,add,"add, %esi,%eax",1,0,0,0.652683,28.57142857,8.928571429,62.5,91.07142857,INTEGER,,0x42be91,0.0
420ae4,rax,3202353,12581,sdc,<HPL_rand>,subsd,"subsd, %xmm1,%xmm0",0,0,1,0.656758,28.40236686,8.875739645,62.72189349,91.12426036,FP,,0x42be94,0.0
42bea3,rbx,3212884,2346,masked,<HPL_lmul>,mov,"mov, %esi,%edi",1,0,0,0.658921,28.23529412,8.823529412,62.94117647,91.17647059,DATAXFER,,0x42be98,0.0
42be16,rax,3215712,8942,sdc,<HPL_ladd>,movzwl,"movzwl, %si,%r8d",0,0,1,0.659502,28.07017544,9.356725146,62.57309942,90.64327485,DATAXFER,,0x42be9b,0.0
42befc,rax,3220640,4465,crash,<HPL_lmul>,add,"add, $0x4,%rax",0,1,0,0.660514,27.90697674,9.302325581,62.79069767,90.69767442,INTEGER,,0x42be9d,0.5772727272727273
42be7e,xmm9,3259850,11392,sdc,<HPL_lmul>,shr,"shr, $0x10,%r11d",0,0,1,0.668569,27.74566474,9.826589595,62.42774566,90.1734104,SHIFT,,0x42bea1,0.0
42be8a,rbx,3262180,4528,crash,<HPL_lmul>,xor,"xor, %ecx,%ecx",0,1,0,0.669048,27.5862069,9.770114943,62.64367816,90.22988506,LOGICAL,,0x42bea3,0.9074074074074074
42bf27,xmm0,3312769,11524,sdc,<HPL_lmul>,or,"or, %r10d,%r8d",0,0,1,0.67944,27.42857143,9.714285714,62.85714286,90.28571429,LOGICAL,,0x42bea5,0.0
42bec8,rdi,3323977,4841,sdc,<HPL_lmul>,cmp,"cmp, $0x1,%ecx",0,0,1,0.681742,27.27272727,10.22727273,62.5,89.77272727,CONDITION,,0x42bea8,0.0
42bdd2,rax,3408880,11137,sdc,<HPL_ladd>,mov,"mov, (%rdi),%r10d",0,0,1,0.699183,27.11864407,10.16949153,62.71186441,89.83050847,DATAXFER,,0x42beab,0.0
42be8c,rdi,3420043,11294,sdc,<HPL_lmul>,mov,"mov, -0x4(%rax),%ebx",0,0,1,0.701476,26.96629213,10.11235955,62.92134831,89.88764045,DATAXFER,,0x42bead,0.0
42bea8,rbx,3428032,4909,sdc,<HPL_lmul>,shr,"shr, $0x10,%edi",0,0,1,0.703117,27.37430168,10.05586592,62.5698324,89.94413408,SHIFT,,0x42beaf,0.0
42bde9,rsi,3473735,8355,sdc,<HPL_ladd>,shr,"shr, $0x10,%r10d",0,0,1,0.712505,27.22222222,10.0,62.77777778,90.0,SHIFT,,0x42beb1,0.0
420ac0,rdi,3517852,8081,masked,<HPL_rand>,movsd,"movsd, 0x7d1a20(%rip),%xmm0",1,0,0,0.721568,27.0718232,9.944751381,62.98342541,90.05524862,UnKnown,,0x42beb5,0.0
420ac0,rflags,3574741,6162,masked,<HPL_rand>,movsd,"movsd, 0x7d1a20(%rip),%xmm0",1,0,0,0.733254,27.47252747,9.89010989,62.63736264,90.10989011,UnKnown,,0x42beb8,0.0
420adc,xmm1,3615322,1308,sdc,<HPL_rand>,mulsd,"mulsd, %xmm3,%xmm1",0,0,1,0.74159,27.32240437,9.836065574,62.84153005,90.16393443,FP,,0x42bebc,0.0
42beb5,rbx,3910308,3469,sdc,<HPL_lmul>,movzwl,"movzwl, %si,%esi",0,0,1,0.802187,27.7173913,9.782608696,62.5,90.2173913,DATAXFER,,0x42bebe,0.0
42bef3,xmm14,3924358,2241,masked,<HPL_lmul>,shr,"shr, $0x10,%edi",1,0,0,0.805073,27.56756757,9.72972973,62.7027027,90.27027027,SHIFT,,0x42bec0,0.0
420a9e,rflags,4125755,5049,masked,<HPL_rand>,cvtsi2sd,"cvtsi2sd, %edx,%xmm0",1,0,0,0.846444,27.41935484,10.21505376,62.3655914,89.78494624,CONVERT,,0x42bec3,0.0
42bed8,rbx,4312863,12697,masked,<HPL_lmul>,add,"add, %ebx,%esi",1,0,0,0.88488,27.27272727,10.16042781,62.56684492,89.83957219,INTEGER,,0x42bec6,0.0
42beec,rbx,4329175,1026,masked,<HPL_lmul>,add,"add, %r8d,%edi",1,0,0,0.888231,27.65957447,10.10638298,62.23404255,89.89361702,INTEGER,,0x42bec8,0.0
42bea1,r9,4349348,1844,masked,<HPL_lmul>,add,"add, %ebx,%esi",1,0,0,0.892375,27.51322751,10.58201058,61.9047619,89.41798942,INTEGER,,0x42becb,0.0
42be41,rdx,4377414,7148,sdc,<HPL_lmul>,mov,"mov, (%rsi),%ecx",0,0,1,0.89814,27.36842105,10.52631579,62.10526316,89.47368421,DATAXFER,,0x42becd,0.0
42be24,rflags,4414646,4999,sdc,<HPL_ladd>,add,"add, %r11d,%r8d",0,0,1,0.905788,27.22513089,10.47120419,62.30366492,89.52879581,INTEGER,,0x42bed1,0.0
42be4a,xmm3,4416246,4625,sdc,<HPL_lmul>,mov,"mov, (%rdi),%r11d",0,0,1,0.906117,27.60416667,10.41666667,61.97916667,89.58333333,DATAXFER,,0x42bed4,0.0
42bf31,xmm1,4492671,9721,crash,<HPL_lmul>,pop,"pop, %rbx",0,1,0,0.921816,27.97927461,10.3626943,61.65803109,89.6373057,STACK,,0x42bed8,0.7457627118644068
420aac,r8,4499318,7288,sdc,<HPL_rand>,cvtsi2sd,"cvtsi2sd, %esi,%xmm2",0,0,1,0.923181,27.83505155,10.30927835,61.8556701,89.69072165,CONVERT,,0x42beda,0.0
420a70,rdi,4558750,12739,crash,<HPL_rand>,sub,"sub, $0x18,%rsp",0,1,0,0.93539,28.20512821,10.25641026,61.53846154,89.74358974,INTEGER,,0x42bedd,1.0
42bed1,r8,4569732,12334,masked,<HPL_lmul>,movzwl,"movzwl, %si,%esi",1,0,0,0.937646,28.06122449,10.20408163,61.73469388,89.79591837,DATAXFER,,0x42bee0,0.0
42bded,r8,4642960,5605,sdc,<HPL_ladd>,lea,"lea, (%rcx,%r10,1),%r11d",0,0,1,0.952689,28.42639594,10.15228426,61.4213198,89.84771574,INTEGER,,0x42bee2,0.0
42bf00,rflags,4665184,3124,sdc,<HPL_lmul>,cmp,"cmp, $0x4,%rcx",0,0,1,0.957254,28.28282828,10.1010101,61.61616162,89.8989899,CONDITION,,0x42bee5,0.20085470085470086
42bde9,xmm0,4724701,7706,sdc,<HPL_ladd>,shr,"shr, $0x10,%r10d",0,0,1,0.96948,28.14070352,10.05025126,61.80904523,89.94974874,SHIFT,,0x42bee7,0.0
42be94,rsi,4869851,5004,sdc,<HPL_lmul>,mov,"mov, -0x30(%rsp,%rcx,4),%ebx",0,0,1,0.999297,28.5,10.0,61.5,90.0,DATAXFER,,0x42beec,0.0
42be91,rbx,4945358,6244,sdc,<HPL_lmul>,movzwl,"movzwl, %bx,%esi",0,0,1,1.014807,28.35820896,9.950248756,61.69154229,90.04975124,DATAXFER,,0x42beef,0.0
42beec,rax,4981351,2220,masked,<HPL_lmul>,add,"add, %r8d,%edi",1,0,0,1.022201,27.86069652,9.950248756,62.18905473,90.04975124,INTEGER,,0x42bef3,0.0
42be94,rax,5016051,2017,sdc,<HPL_lmul>,mov,"mov, -0x30(%rsp,%rcx,4),%ebx",0,0,1,1.029329,27.86069652,9.950248756,62.18905473,90.04975124,DATAXFER,,0x42bef6,0.0
42becd,rflags,5048331,6075,sdc,<HPL_lmul>,mov,"mov, -0x38(%rsp,%rcx,4),%ebx",0,0,1,1.03596,27.36318408,9.950248756,62.68656716,90.04975124,DATAXFER,,0x42bef8,0.0
42bdd5,rsi,5070295,8518,sdc,<HPL_ladd>,mov,"mov, 0x4(%rsi),%eax",0,0,1,1.040472,26.86567164,9.950248756,63.1840796,90.04975124,DATAXFER,,0x42befc,0.0
420a74,xmm1,5139088,6195,sdc,<HPL_rand>,mov,"mov, $0x3,%edi",0,0,1,1.054604,26.3681592,9.950248756,63.68159204,90.04975124,DATAXFER,,0x42bf00,0.0
42be9d,r8,5212700,7882,sdc,<HPL_lmul>,imul,"imul, %r9d,%ebx",0,0,1,1.069725,26.3681592,9.950248756,63.68159204,90.04975124,INTEGER,,0x42bf04,0.0
420b83,xmm3,5222321,7488,crash,<HPL_setran>,mov,"mov, $0xe54940,%esi",0,1,0,1.071701,25.87064677,9.950248756,64.17910448,90.04975124,DATAXFER,,0x42bf06,0.32142857142857145
42be41,xmm1,5292097,3706,sdc,<HPL_lmul>,mov,"mov, (%rsi),%ecx",0,0,1,1.086035,25.37313433,9.950248756,64.67661692,90.04975124,DATAXFER,,0x42bf0c,0.0
42be55,rbx,5295596,8021,sdc,<HPL_lmul>,movzwl,"movzwl, %cx,%eax",0,0,1,1.086754,25.37313433,9.452736318,65.17412935,90.54726368,DATAXFER,,0x42bf11,0.0
42be8f,rcx,5322855,12966,masked,<HPL_lmul>,mov,"mov, %ebx,%edi",1,0,0,1.092353,24.87562189,9.452736318,65.67164179,90.54726368,DATAXFER,,0x42bf17,0.0
42beb5,rax,5325361,8395,sdc,<HPL_lmul>,movzwl,"movzwl, %si,%esi",0,0,1,1.092868,24.37810945,9.950248756,65.67164179,90.04975124,DATAXFER,,0x42bf1c,0.0
42be0c,rax,5394363,5080,sdc,<HPL_ladd>,shr,"shr, $0x10,%r11d",0,0,1,1.107042,24.37810945,9.950248756,65.67164179,90.04975124,SHIFT,,0x42bf20,0.0
42bee7,rdi,5409274,11128,sdc,<HPL_lmul>,movzwl,"movzwl, -0x14(%rsp),%edi",0,0,1,1.110105,23.88059701,10.44776119,65.67164179,89.55223881,DATAXFER,,0x42bf24,0.0
42becd,rdi,5439949,13,masked,<HPL_lmul>,mov,"mov, -0x38(%rsp,%rcx,4),%ebx",1,0,0,1.116407,24.37810945,10.44776119,65.17412935,89.55223881,DATAXFER,,0x42bf27,0.0
42be58,rsi,5462574,10252,sdc,<HPL_lmul>,shr,"shr, $0x10,%ecx",0,0,1,1.121054,23.88059701,10.44776119,65.67164179,89.55223881,SHIFT,,0x42bf2a,0.0
420aa8,rsi,5494965,12330,masked,<HPL_rand>,cvtsi2sd,"cvtsi2sd, %ecx,%xmm1",1,0,0,1.127708,24.37810945,10.44776119,65.17412935,89.55223881,CONVERT,,0x42bf2d,0.0
42bf06,rbx,5567716,1139,sdc,<HPL_lmul>,movzwl,"movzwl, -0x20(%rsp),%r11d",0,0,1,1.142653,24.37810945,10.44776119,65.17412935,89.55223881,DATAXFER,,0x42bf31,0.0
42be91,xmm1,5568432,7908,sdc,<HPL_lmul>,movzwl,"movzwl, %bx,%esi",0,0,1,1.1428,24.37810945,10.44776119,65.17412935,89.55223881,DATAXFER,,0x42bf32,0.0
420b54,rdi,5604097,8090,masked,<HPL_setran>,mov,"mov, 0xa33ddd(%rip),%r9d",1,0,0,1.150126,24.37810945,10.44776119,65.17412935,89.55223881,DATAXFER,,,0.0
42beb5,rsp,5607107,8943,sdc,<HPL_lmul>,movzwl,"movzwl, %si,%esi",0,0,1,1.150744,24.37810945,10.44776119,65.17412935,89.55223881,DATAXFER,,,0.0
42be1a,r13,5633568,6765,sdc,<HPL_ladd>,shr,"shr, $0x10,%esi",0,0,1,1.15618,24.87562189,10.44776119,64.67661692,89.55223881,SHIFT,,,0.0
420ab0,rdi,5675338,5771,sdc,<HPL_rand>,cvtsi2sd,"cvtsi2sd, %eax,%xmm5",0,0,1,1.16476,24.87562189,10.44776119,64.67661692,89.55223881,CONVERT,,,0.0
42beb5,xmm9,5753867,3286,sdc,<HPL_lmul>,movzwl,"movzwl, %si,%esi",0,0,1,1.180892,24.87562189,10.44776119,64.67661692,89.55223881,DATAXFER,,,0.0
42bebc,xmm4,5795782,5524,sdc,<HPL_lmul>,add,"add, %ebx,%esi",0,0,1,1.189502,24.37810945,10.44776119,65.17412935,89.55223881,INTEGER,,,0.0
42beec,rdi,5812740,9021,masked,<HPL_lmul>,add,"add, %r8d,%edi",1,0,0,1.192986,24.37810945,10.44776119,65.17412935,89.55223881,INTEGER,,,0.0
42bf1c,xmm14,5836244,8511,sdc,<HPL_lmul>,shl,"shl, $0x10,%r9d",0,0,1,1.197814,23.88059701,10.44776119,65.67164179,89.55223881,SHIFT,,,0.0
42bf06,xmm1,5907305,6965,sdc,<HPL_lmul>,movzwl,"movzwl, -0x20(%rsp),%r11d",0,0,1,1.212411,23.88059701,10.44776119,65.67164179,89.55223881,DATAXFER,,,0.0
42be40,r11,5962132,7534,crash,<HPL_lmul>,push,"push, %rbx",0,1,0,1.223674,23.38308458,10.44776119,66.16915423,89.55223881,STACK,,,1.0
42bead,rcx,5969599,2118,sdc,<HPL_lmul>,test,"test, %ecx,%ecx",0,0,1,1.225208,23.88059701,10.44776119,65.67164179,89.55223881,CONDITION,,,0.0
42be20,r8,6027523,10684,masked,<HPL_ladd>,add,"add, %esi,%eax",1,0,0,1.237107,23.88059701,10.44776119,65.67164179,89.55223881,INTEGER,,,0.0
42bef3,xmm11,6041847,5934,masked,<HPL_lmul>,shr,"shr, $0x10,%edi",1,0,0,1.240049,24.37810945,10.44776119,65.17412935,89.55223881,SHIFT,,,0.0
42be6d,rbx,6065438,10420,sdc,<HPL_lmul>,movzwl,"movzwl, %r11w,%r9d",0,0,1,1.244895,24.37810945,10.44776119,65.17412935,89.55223881,DATAXFER,,,0.0
42bf00,rcx,6075160,4455,sdc,<HPL_lmul>,cmp,"cmp, $0x4,%rcx",0,0,1,1.246892,24.37810945,10.44776119,65.17412935,89.55223881,CONDITION,,,0.20085470085470086
420af0,rsi,6121532,8187,sdc,<HPL_setran>,cmp,"cmp, $0x3,%edi",0,0,1,1.256418,24.37810945,10.94527363,64.67661692,89.05472637,CONDITION,,,0.0
42be9d,rbx,6145441,10600,sdc,<HPL_lmul>,imul,"imul, %r9d,%ebx",0,0,1,1.261329,23.88059701,10.94527363,65.17412935,89.05472637,INTEGER,,,0.0
420a90,r9,6149852,4270,masked,<HPL_rand>,movsd,"movsd, 0x7d1a48(%rip),%xmm3",1,0,0,1.262236,23.88059701,10.94527363,65.17412935,89.05472637,UnKnown,,,0.0
