IP,REG,fi,seg,result_class,FUC,INS,INS_FULL,Masked,Crash,Sdc,Dynamic Execution,Masked%,Crash%,Sdc%,Masked%+Sdc%,INS_type,Unnamed: 17,0x4209bb,CrashOnSameIP
42be5b,rcx,292407256,6392,sdc,<HPL_lmul>,movzwl,"movzwl, %r8w,%r10d",0,0,1,60.065464,18.4079602,10.44776119,71.14427861,89.55223881,DATAXFER,,,0.0
42be58,rsi,292447056,4612,sdc,<HPL_lmul>,shr,"shr, $0x10,%ecx",0,0,1,60.07364,18.4079602,10.44776119,71.14427861,89.55223881,SHIFT,,,0.0
42be8f,xmm0,292489044,7926,masked,<HPL_lmul>,mov,"mov, %ebx,%edi",1,0,0,60.082265,18.4079602,10.44776119,71.14427861,89.55223881,DATAXFER,,,0.0
42bead,xmm15,292519902,5989,sdc,<HPL_lmul>,test,"test, %ecx,%ecx",0,0,1,60.088604,18.4079602,10.94527363,70.64676617,89.05472637,CONDITION,,,0.0
42be5f,xmm0,292533464,971,masked,<HPL_lmul>,shr,"shr, $0x10,%r8d",1,0,0,60.09139,18.4079602,10.44776119,71.14427861,89.55223881,SHIFT,,,0.0
42be8c,rdi,292536449,890,masked,<HPL_lmul>,mov,"mov, -0x4(%rax),%ebx",1,0,0,60.092003,18.4079602,10.44776119,71.14427861,89.55223881,DATAXFER,,,0.0
42bea8,rbx,292684338,6124,sdc,<HPL_lmul>,shr,"shr, $0x10,%edi",0,0,1,60.122383,18.4079602,10.44776119,71.14427861,89.55223881,SHIFT,,,0.0
42bef8,rcx,292699151,12839,crash,<HPL_lmul>,add,"add, $0x1,%rcx",0,1,0,60.125426,18.90547264,9.950248756,71.14427861,90.04975124,INTEGER,,,0.9689119170984456
42beb1,xmm1,292729036,55,sdc,<HPL_lmul>,mov,"mov, -0x34(%rsp,%rcx,4),%ebx",0,0,1,60.131565,18.90547264,9.950248756,71.14427861,90.04975124,DATAXFER,,,0.0
42bead,rbx,292757606,7094,sdc,<HPL_lmul>,test,"test, %ecx,%ecx",0,0,1,60.137434,18.90547264,9.950248756,71.14427861,90.04975124,CONDITION,,,0.0
42bebe,rsi,292763823,3171,masked,<HPL_lmul>,mov,"mov, %esi,%ebx",1,0,0,60.138711,18.90547264,9.950248756,71.14427861,90.04975124,DATAXFER,,,0.0
42befc,rsi,292858329,10294,sdc,<HPL_lmul>,add,"add, $0x4,%rax",0,0,1,60.158124,19.40298507,9.950248756,70.64676617,90.04975124,INTEGER,,,0.5772727272727273
42bec3,rflags,292886478,4871,sdc,<HPL_lmul>,shr,"shr, $0x10,%ebx",0,0,1,60.163907,19.40298507,9.950248756,70.64676617,90.04975124,SHIFT,,,0.0
42be8c,rbx,292941437,7547,sdc,<HPL_lmul>,mov,"mov, -0x4(%rax),%ebx",0,0,1,60.175196,19.40298507,10.44776119,70.14925373,89.55223881,DATAXFER,,,0.0
420a84,rcx,292957463,5623,sdc,<HPL_rand>,movsd,"movsd, 0x7d1a4c(%rip),%xmm4",0,0,1,60.178488,19.90049751,10.44776119,69.65174129,89.55223881,UnKnown,,,0.0
42bf00,,292967841,12116,sdc,<HPL_lmul>,cmp,"cmp, $0x4,%rcx",0,0,1,60.18062,20.39800995,10.44776119,69.15422886,89.55223881,CONDITION,,,0.20085470085470086
420a74,rbx,292979235,6831,sdc,<HPL_rand>,mov,"mov, $0x3,%edi",0,0,1,60.182961,20.39800995,10.44776119,69.15422886,89.55223881,DATAXFER,,,0.0
420b7e,rbx,293073144,2129,sdc,<HPL_setran>,mov,"mov, $0xe54938,%edx",0,0,1,60.202252,20.39800995,10.44776119,69.15422886,89.55223881,DATAXFER,,,0.5555555555555556
420a79,rflags,293122525,4533,sdc,<HPL_rand>,mov,"mov, %rsp,%rsi",0,0,1,60.212396,20.89552239,10.44776119,68.65671642,89.55223881,DATAXFER,,,0.7090909090909091
42bead,rbx,293129755,1195,sdc,<HPL_lmul>,test,"test, %ecx,%ecx",0,0,1,60.213881,20.89552239,10.44776119,68.65671642,89.55223881,CONDITION,,,0.0
42be55,rax,293156709,4486,sdc,<HPL_lmul>,movzwl,"movzwl, %cx,%eax",0,0,1,60.219418,21.39303483,10.44776119,68.15920398,89.55223881,DATAXFER,,,0.0
42be91,r11,293178870,12113,sdc,<HPL_lmul>,movzwl,"movzwl, %bx,%esi",0,0,1,60.22397,21.39303483,9.950248756,68.65671642,90.04975124,DATAXFER,,,0.0
42bef3,rsi,293220494,3028,masked,<HPL_lmul>,shr,"shr, $0x10,%edi",1,0,0,60.23252,21.39303483,9.950248756,68.65671642,90.04975124,SHIFT,,,0.0
42bea8,rsi,293229404,6746,masked,<HPL_lmul>,shr,"shr, $0x10,%edi",1,0,0,60.234351,20.89552239,9.950248756,69.15422886,90.04975124,SHIFT,,,0.0
42bde9,r13,293310419,8217,sdc,<HPL_ladd>,shr,"shr, $0x10,%r10d",0,0,1,60.250993,20.39800995,9.950248756,69.65174129,90.04975124,SHIFT,,,0.0
42bf31,rcx,293341861,8076,crash,<HPL_lmul>,pop,"pop, %rbx",0,1,0,60.257452,20.39800995,9.950248756,69.65174129,90.04975124,STACK,,,0.7457627118644068
420ac0,rsi,293354725,1629,sdc,<HPL_rand>,movsd,"movsd, 0x7d1a20(%rip),%xmm0",0,0,1,60.260094,20.39800995,9.950248756,69.65174129,90.04975124,UnKnown,,,0.0
420af0,r10,293392207,5161,sdc,<HPL_setran>,cmp,"cmp, $0x3,%edi",0,0,1,60.267794,20.39800995,9.452736318,70.14925373,90.54726368,CONDITION,,,0.0
42be91,,293484721,10780,masked,<HPL_lmul>,movzwl,"movzwl, %bx,%esi",1,0,0,60.286798,20.39800995,9.452736318,70.14925373,90.54726368,DATAXFER,,,0.0
42bdf1,xmm14,293673881,9750,sdc,<HPL_ladd>,mov,"mov, %r8d,%r9d",0,0,1,60.325656,20.39800995,9.452736318,70.14925373,90.54726368,DATAXFER,,,0.0
42be4a,rdi,293772380,1030,sdc,<HPL_lmul>,mov,"mov, (%rdi),%r11d",0,0,1,60.345889,20.39800995,9.452736318,70.14925373,90.54726368,DATAXFER,,,0.0
42be8f,r8,293861939,1573,sdc,<HPL_lmul>,mov,"mov, %ebx,%edi",0,0,1,60.364287,19.90049751,9.452736318,70.64676617,90.54726368,DATAXFER,,,0.0
42beb8,rflags,293880980,6656,sdc,<HPL_lmul>,imul,"imul, %r11d,%ebx",0,0,1,60.368198,19.90049751,9.452736318,70.64676617,90.54726368,INTEGER,,,0.0
42bec8,rflags,293937903,508,sdc,<HPL_lmul>,cmp,"cmp, $0x1,%ecx",0,0,1,60.379891,20.39800995,9.452736318,70.14925373,90.54726368,CONDITION,,,0.0
42bea3,xmm0,294015485,12987,sdc,<HPL_lmul>,mov,"mov, %esi,%edi",0,0,1,60.395828,20.39800995,9.452736318,70.14925373,90.54726368,DATAXFER,,,0.0
42beb5,,294028710,2472,sdc,<HPL_lmul>,movzwl,"movzwl, %si,%esi",0,0,1,60.398545,19.90049751,9.452736318,70.64676617,90.54726368,DATAXFER,,,0.0
42befc,rdx,294097648,6764,crash,<HPL_lmul>,add,"add, $0x4,%rax",0,1,0,60.412706,19.90049751,9.452736318,70.64676617,90.54726368,INTEGER,,,0.5772727272727273
42bf00,,294125054,4896,sdc,<HPL_lmul>,cmp,"cmp, $0x4,%rcx",0,0,1,60.418336,20.39800995,9.452736318,70.14925373,90.54726368,CONDITION,,,0.20085470085470086
420b8d,,294184344,11454,crash,<HPL_setran>,add,"add, $0x18,%rsp",0,1,0,60.430515,20.39800995,9.452736318,70.14925373,90.54726368,INTEGER,,,0.9791666666666666
42bddf,rax,294227423,3800,sdc,<HPL_ladd>,movzwl,"movzwl, %r10w,%edi",0,0,1,60.439365,20.39800995,9.452736318,70.14925373,90.54726368,DATAXFER,,,0.0
420ac8,xmm1,294275232,5306,crash,<HPL_rand>,add,"add, $0x18,%rsp",0,1,0,60.449186,19.90049751,9.452736318,70.64676617,90.54726368,INTEGER,,,0.9838709677419355
42bead,rbx,294303689,9752,sdc,<HPL_lmul>,test,"test, %ecx,%ecx",0,0,1,60.455031,19.90049751,9.452736318,70.64676617,90.54726368,CONDITION,,,0.0
42beb1,xmm1,294318786,10101,sdc,<HPL_lmul>,mov,"mov, -0x34(%rsp,%rcx,4),%ebx",0,0,1,60.458132,20.39800995,9.452736318,70.14925373,90.54726368,DATAXFER,,,0.0
42bdf4,,294361010,8601,sdc,<HPL_ladd>,movzwl,"movzwl, %ax,%r10d",0,0,1,60.466806,19.90049751,9.452736318,70.64676617,90.54726368,DATAXFER,,,0.0
42beb1,rdi,294445008,8670,sdc,<HPL_lmul>,mov,"mov, -0x34(%rsp,%rcx,4),%ebx",0,0,1,60.484061,19.90049751,9.452736318,70.64676617,90.54726368,DATAXFER,,,0.0
42be02,xmm10,294580804,3229,sdc,<HPL_ladd>,shl,"shl, $0x10,%r9d",0,0,1,60.511956,19.90049751,8.955223881,71.14427861,91.04477612,SHIFT,,,0.0
420b83,rdi,294585252,9227,sdc,<HPL_setran>,mov,"mov, $0xe54940,%esi",0,0,1,60.51287,20.39800995,8.955223881,70.64676617,91.04477612,DATAXFER,,,0.32142857142857145
42beb1,rsi,294599002,11403,masked,<HPL_lmul>,mov,"mov, -0x34(%rsp,%rcx,4),%ebx",1,0,0,60.515695,20.89552239,8.955223881,70.14925373,91.04477612,DATAXFER,,,0.0
42bed8,r8,294686972,8828,masked,<HPL_lmul>,add,"add, %ebx,%esi",1,0,0,60.533765,20.89552239,8.457711443,70.64676617,91.54228856,INTEGER,,,0.0
42bdff,rdi,294700403,9217,sdc,<HPL_ladd>,add,"add, %r9d,%r11d",0,0,1,60.536524,20.89552239,8.457711443,70.64676617,91.54228856,INTEGER,,,0.0
420a9e,rbx,294718099,6749,masked,<HPL_rand>,cvtsi2sd,"cvtsi2sd, %edx,%xmm0",1,0,0,60.54016,20.89552239,7.960199005,71.14427861,92.039801,CONVERT,,,0.0
420af0,rbx,294737149,4574,sdc,<HPL_setran>,cmp,"cmp, $0x3,%edi",0,0,1,60.544073,20.89552239,7.960199005,71.14427861,92.039801,CONDITION,,,0.0
42befc,r11,294781255,11436,crash,<HPL_lmul>,add,"add, $0x4,%rax",0,1,0,60.553133,21.39303483,7.960199005,70.64676617,92.039801,INTEGER,,,0.5772727272727273
42bebe,r11,294788865,9703,masked,<HPL_lmul>,mov,"mov, %esi,%ebx",1,0,0,60.554696,21.89054726,7.960199005,70.14925373,92.039801,DATAXFER,,,0.0
42bea1,xmm14,294805339,6818,sdc,<HPL_lmul>,add,"add, %ebx,%esi",0,0,1,60.558081,21.89054726,7.462686567,70.64676617,92.53731343,INTEGER,,,0.0
42be8c,rbx,294836204,11016,sdc,<HPL_lmul>,mov,"mov, -0x4(%rax),%ebx",0,0,1,60.564421,21.89054726,7.462686567,70.64676617,92.53731343,DATAXFER,,,0.0
42bef3,rcx,294848707,6207,masked,<HPL_lmul>,shr,"shr, $0x10,%edi",1,0,0,60.566989,21.89054726,7.462686567,70.64676617,92.53731343,SHIFT,,,0.0
42bee2,xmm14,294873723,3627,sdc,<HPL_lmul>,cmp,"cmp, $0x3,%ecx",0,0,1,60.572128,22.3880597,7.462686567,70.14925373,92.53731343,CONDITION,,,0.0
42bdf8,rax,294930677,9312,sdc,<HPL_ladd>,shr,"shr, $0x10,%r9d",0,0,1,60.583828,22.3880597,7.462686567,70.14925373,92.53731343,SHIFT,,,0.0
42bea8,rflags,294960651,3972,sdc,<HPL_lmul>,shr,"shr, $0x10,%edi",0,0,1,60.589985,22.3880597,7.462686567,70.14925373,92.53731343,SHIFT,,,0.0
420a98,xmm1,295000014,1137,masked,<HPL_rand>,movzwl,"movzwl, %dx,%ecx",1,0,0,60.598071,22.3880597,6.965174129,70.64676617,93.03482587,DATAXFER,,,0.0
42bead,r8,295136191,782,sdc,<HPL_lmul>,test,"test, %ecx,%ecx",0,0,1,60.626044,21.89054726,6.965174129,71.14427861,93.03482587,CONDITION,,,0.0
42be91,xmm5,295157752,758,sdc,<HPL_lmul>,movzwl,"movzwl, %bx,%esi",0,0,1,60.630473,21.89054726,6.965174129,71.14427861,93.03482587,DATAXFER,,,0.0
42bed4,xmm14,295164982,6217,masked,<HPL_lmul>,imul,"imul, %r10d,%ebx",1,0,0,60.631959,21.89054726,6.965174129,71.14427861,93.03482587,INTEGER,,,0.0
412bad,rbx,295207199,4959,sdc,<HPL_pdmatgen>,lea,"lea, 0x2(%rbx),%r15",0,0,1,60.640631,22.3880597,6.965174129,70.64676617,93.03482587,INTEGER,,,0.5
42be36,r11,295212220,2941,sdc,<HPL_ladd>,or,"or, %edi,%eax",0,0,1,60.641662,22.3880597,6.965174129,70.64676617,93.03482587,LOGICAL,,,0.0
42bed4,rbx,295233883,8143,sdc,<HPL_lmul>,imul,"imul, %r10d,%ebx",0,0,1,60.646112,22.3880597,6.467661692,71.14427861,93.53233831,INTEGER,,,0.0
42be31,rdi,295272024,9330,masked,<HPL_ladd>,add,"add, %esi,%eax",1,0,0,60.653947,21.89054726,6.467661692,71.64179104,93.53233831,INTEGER,,,0.0
42be8f,xmm2,295342980,848,masked,<HPL_lmul>,mov,"mov, %ebx,%edi",1,0,0,60.668523,21.89054726,6.467661692,71.64179104,93.53233831,DATAXFER,,,0.0
42be91,rsi,295362357,7528,sdc,<HPL_lmul>,movzwl,"movzwl, %bx,%esi",0,0,1,60.672504,21.89054726,6.467661692,71.64179104,93.53233831,DATAXFER,,,0.0
420a9b,r8,295397456,9289,sdc,<HPL_rand>,shr,"shr, $0x10,%edx",0,0,1,60.679714,21.89054726,6.467661692,71.64179104,93.53233831,SHIFT,,,0.0
42bf24,rsp,295410419,12320,sdc,<HPL_lmul>,or,"or, %r9d,%r11d",0,0,1,60.682377,22.3880597,6.467661692,71.14427861,93.53233831,LOGICAL,,,0.0
42be9d,r8,295424122,6116,sdc,<HPL_lmul>,imul,"imul, %r9d,%ebx",0,0,1,60.685191,22.3880597,6.467661692,71.14427861,93.53233831,INTEGER,,,0.0
42bde9,rbx,295529456,3507,sdc,<HPL_ladd>,shr,"shr, $0x10,%r10d",0,0,1,60.706829,22.3880597,6.467661692,71.14427861,93.53233831,SHIFT,,,0.0
42bec8,r9,295535578,4449,sdc,<HPL_lmul>,cmp,"cmp, $0x1,%ecx",0,0,1,60.708087,21.89054726,6.965174129,71.14427861,93.03482587,CONDITION,,,0.0
42be9d,rsi,295555808,695,masked,<HPL_lmul>,imul,"imul, %r9d,%ebx",1,0,0,60.712242,22.3880597,6.965174129,70.64676617,93.03482587,INTEGER,,,0.0
420b50,xmm0,295621734,3489,crash,<HPL_setran>,sub,"sub, $0x18,%rsp",0,1,0,60.725785,22.3880597,6.965174129,70.64676617,93.03482587,INTEGER,,,1.0
42bdd2,r11,295631961,5474,sdc,<HPL_ladd>,mov,"mov, (%rdi),%r10d",0,0,1,60.727886,22.88557214,6.965174129,70.14925373,93.03482587,DATAXFER,,,0.0
420b8d,rcx,295639956,7045,crash,<HPL_setran>,add,"add, $0x18,%rsp",0,1,0,60.729528,23.38308458,6.965174129,69.65174129,93.03482587,INTEGER,,,0.9791666666666666
42be91,rbx,295705455,12720,sdc,<HPL_lmul>,movzwl,"movzwl, %bx,%esi",0,0,1,60.742983,23.38308458,6.965174129,69.65174129,93.03482587,DATAXFER,,,0.0
42be91,rsi,295822531,2631,sdc,<HPL_lmul>,movzwl,"movzwl, %bx,%esi",0,0,1,60.767033,23.38308458,6.467661692,70.14925373,93.53233831,DATAXFER,,,0.0
42befc,rsi,295828545,3198,crash,<HPL_lmul>,add,"add, $0x4,%rax",0,1,0,60.768268,23.38308458,6.467661692,70.14925373,93.53233831,INTEGER,,,0.5772727272727273
420af0,rdi,295838998,5211,sdc,<HPL_setran>,cmp,"cmp, $0x3,%edi",0,0,1,60.770416,23.38308458,6.467661692,70.14925373,93.53233831,CONDITION,,,0.0
42be7e,r11,295851054,9071,sdc,<HPL_lmul>,shr,"shr, $0x10,%r11d",0,0,1,60.772892,23.38308458,6.467661692,70.14925373,93.53233831,SHIFT,,,0.0
42bead,r10,295897703,5960,sdc,<HPL_lmul>,test,"test, %ecx,%ecx",0,0,1,60.782475,23.38308458,6.467661692,70.14925373,93.53233831,CONDITION,,,0.0
42bea8,rdi,295965825,8179,sdc,<HPL_lmul>,shr,"shr, $0x10,%edi",0,0,1,60.796469,22.88557214,6.467661692,70.64676617,93.53233831,SHIFT,,,0.0
42bdf8,r10,295998155,6898,sdc,<HPL_ladd>,shr,"shr, $0x10,%r9d",0,0,1,60.80311,22.3880597,6.467661692,71.14427861,93.53233831,SHIFT,,,0.0
420af0,rsi,296048492,6846,sdc,<HPL_setran>,cmp,"cmp, $0x3,%edi",0,0,1,60.81345,22.3880597,6.965174129,70.64676617,93.03482587,CONDITION,,,0.0
42bedd,rbx,296092263,363,masked,<HPL_lmul>,shr,"shr, $0x10,%esi",1,0,0,60.822442,22.3880597,6.965174129,70.64676617,93.03482587,SHIFT,,,0.0
42bf24,r10,296139871,8049,sdc,<HPL_lmul>,or,"or, %r9d,%r11d",0,0,1,60.832221,21.89054726,6.965174129,71.14427861,93.03482587,LOGICAL,,,0.0
42bdd0,rflags,296143178,12821,sdc,<HPL_ladd>,mov,"mov, (%rsi),%ecx",0,0,1,60.832901,21.39303483,6.965174129,71.64179104,93.03482587,DATAXFER,,,0.0
42be13,rsi,296167468,7523,sdc,<HPL_ladd>,or,"or, %r8d,%ecx",0,0,1,60.83789,21.39303483,6.965174129,71.64179104,93.03482587,LOGICAL,,,0.0
42bdd0,rax,296201236,925,sdc,<HPL_ladd>,mov,"mov, (%rsi),%ecx",0,0,1,60.844827,20.89552239,6.965174129,72.13930348,93.03482587,DATAXFER,,,0.0
42bea1,rdi,296316886,11918,sdc,<HPL_lmul>,add,"add, %ebx,%esi",0,0,1,60.868584,20.89552239,6.965174129,72.13930348,93.03482587,INTEGER,,,0.0
42be10,,296375414,4069,masked,<HPL_ladd>,shl,"shl, $0x10,%ecx",1,0,0,60.880607,20.89552239,6.965174129,72.13930348,93.03482587,SHIFT,,,0.0
42bed4,,296394566,1377,sdc,<HPL_lmul>,imul,"imul, %r10d,%ebx",0,0,1,60.884541,20.89552239,6.965174129,72.13930348,93.03482587,INTEGER,,,0.0
42bf00,r11,296428909,12819,sdc,<HPL_lmul>,cmp,"cmp, $0x4,%rcx",0,0,1,60.891596,20.39800995,7.462686567,72.13930348,92.53731343,CONDITION,,,0.20085470085470086
42bed4,rsi,296448960,11974,sdc,<HPL_lmul>,imul,"imul, %r10d,%ebx",0,0,1,60.895714,20.39800995,7.462686567,72.13930348,92.53731343,INTEGER,,,0.0
420a8c,rflags,296574830,8493,sdc,<HPL_rand>,mov,"mov, 0x4(%rsp),%eax",0,0,1,60.921571,20.39800995,7.462686567,72.13930348,92.53731343,DATAXFER,,,0.0
42be71,rbx,296654870,6983,sdc,<HPL_lmul>,imul,"imul, %eax,%r8d",0,0,1,60.938013,20.39800995,7.462686567,72.13930348,92.53731343,INTEGER,,,0.0
42be8c,rbx,296655277,469,sdc,<HPL_lmul>,mov,"mov, -0x4(%rax),%ebx",0,0,1,60.938096,20.89552239,7.462686567,71.64179104,92.53731343,DATAXFER,,,0.0
42bec8,rflags,296694927,4468,sdc,<HPL_lmul>,cmp,"cmp, $0x1,%ecx",0,0,1,60.946241,20.89552239,7.462686567,71.64179104,92.53731343,CONDITION,,,0.0
42be13,r9,296723345,5473,sdc,<HPL_ladd>,or,"or, %r8d,%ecx",0,0,1,60.952079,20.89552239,7.462686567,71.64179104,92.53731343,LOGICAL,,,0.0
420a79,rdi,296791538,4586,crash,<HPL_rand>,mov,"mov, %rsp,%rsi",0,1,0,60.966087,20.39800995,7.462686567,72.13930348,92.53731343,DATAXFER,,,0.7090909090909091
42bde9,r15,296806434,150,sdc,<HPL_ladd>,shr,"shr, $0x10,%r10d",0,0,1,60.969147,20.39800995,7.462686567,72.13930348,92.53731343,SHIFT,,,0.0
42be2a,rsi,296855382,5219,sdc,<HPL_ladd>,movzwl,"movzwl, %r8w,%edi",0,0,1,60.979202,19.90049751,7.462686567,72.63681592,92.53731343,DATAXFER,,,0.0
42bea1,rbx,296858177,809,sdc,<HPL_lmul>,add,"add, %ebx,%esi",0,0,1,60.979776,19.90049751,7.462686567,72.63681592,92.53731343,INTEGER,,,0.0
420ad4,xmm5,296904530,1870,masked,<HPL_rand>,addsd,"addsd, %xmm2,%xmm1",1,0,0,60.989298,20.39800995,7.462686567,72.13930348,92.53731343,FP,,,0.0
42beb1,rbx,296906780,10805,masked,<HPL_lmul>,mov,"mov, -0x34(%rsp,%rcx,4),%ebx",1,0,0,60.98976,20.39800995,6.965174129,72.63681592,93.03482587,DATAXFER,,,0.0
42bf20,r10,296928348,12203,sdc,<HPL_lmul>,shl,"shl, $0x10,%r10d",0,0,1,60.994191,20.39800995,6.965174129,72.63681592,93.03482587,SHIFT,,,0.0
42beb1,rflags,296939973,4457,sdc,<HPL_lmul>,mov,"mov, -0x34(%rsp,%rcx,4),%ebx",0,0,1,60.996579,20.39800995,6.965174129,72.63681592,93.03482587,DATAXFER,,,0.0
42be98,rflags,296970808,7767,masked,<HPL_lmul>,shr,"shr, $0x10,%edi",1,0,0,61.002913,19.90049751,6.965174129,73.13432836,93.03482587,SHIFT,,,0.0
42bec8,rdi,296988687,8211,sdc,<HPL_lmul>,cmp,"cmp, $0x1,%ecx",0,0,1,61.006586,20.39800995,6.965174129,72.63681592,93.03482587,CONDITION,,,0.0
42befc,r9,297012967,2404,crash,<HPL_lmul>,add,"add, $0x4,%rax",0,1,0,61.011573,20.39800995,6.965174129,72.63681592,93.03482587,INTEGER,,,0.5772727272727273
42bec3,r10,297043856,4862,masked,<HPL_lmul>,shr,"shr, $0x10,%ebx",1,0,0,61.017919,20.89552239,6.965174129,72.13930348,93.03482587,SHIFT,,,0.0
42bea3,rsp,297141311,2155,masked,<HPL_lmul>,mov,"mov, %esi,%edi",1,0,0,61.037938,20.89552239,6.965174129,72.13930348,93.03482587,DATAXFER,,,0.0
42bea1,r9,297239881,11196,sdc,<HPL_lmul>,add,"add, %ebx,%esi",0,0,1,61.058186,20.89552239,6.965174129,72.13930348,93.03482587,INTEGER,,,0.0
42be6d,r10,297367234,955,sdc,<HPL_lmul>,movzwl,"movzwl, %r11w,%r9d",0,0,1,61.084347,21.39303483,6.965174129,71.64179104,93.03482587,DATAXFER,,,0.0
42be2e,rsi,297367571,1668,masked,<HPL_ladd>,shr,"shr, $0x10,%esi",1,0,0,61.084416,21.39303483,6.965174129,71.64179104,93.03482587,SHIFT,,,0.0
42bdd2,rcx,297383856,68,sdc,<HPL_ladd>,mov,"mov, (%rdi),%r10d",0,0,1,61.087762,21.89054726,6.965174129,71.14427861,93.03482587,DATAXFER,,,0.0
42bead,,297402978,12926,masked,<HPL_lmul>,test,"test, %ecx,%ecx",1,0,0,61.09169,21.89054726,6.965174129,71.14427861,93.03482587,CONDITION,,,0.0
42be2a,r15,297407182,7783,sdc,<HPL_ladd>,movzwl,"movzwl, %r8w,%edi",0,0,1,61.092553,21.89054726,6.965174129,71.14427861,93.03482587,DATAXFER,,,0.0
42be0c,rdi,297447561,681,sdc,<HPL_ladd>,shr,"shr, $0x10,%r11d",0,0,1,61.100848,22.3880597,6.965174129,70.64676617,93.03482587,SHIFT,,,0.0
42be36,xmm2,297498632,6549,sdc,<HPL_ladd>,or,"or, %edi,%eax",0,0,1,61.111339,21.89054726,6.965174129,71.14427861,93.03482587,LOGICAL,,,0.0
420ad4,rflags,297537483,2139,sdc,<HPL_rand>,addsd,"addsd, %xmm2,%xmm1",0,0,1,61.11932,21.39303483,6.965174129,71.64179104,93.03482587,FP,,,0.0
420ae4,rbx,297541564,10761,sdc,<HPL_rand>,subsd,"subsd, %xmm1,%xmm0",0,0,1,61.120158,21.39303483,6.965174129,71.64179104,93.03482587,FP,,,0.0
420b7b,rsp,297552964,4984,sdc,<HPL_setran>,mov,"mov, %rsp,%rdi",0,0,1,61.1225,21.39303483,6.467661692,72.13930348,93.53233831,DATAXFER,,,0.6458333333333334
42bf17,rsi,297573152,1634,sdc,<HPL_lmul>,mov,"mov, -0x14(%rsp),%r10d",0,0,1,61.126647,21.39303483,6.467661692,72.13930348,93.53233831,DATAXFER,,,0.0
42beb8,rbx,297584531,5801,sdc,<HPL_lmul>,imul,"imul, %r11d,%ebx",0,0,1,61.128984,21.39303483,6.467661692,72.13930348,93.53233831,INTEGER,,,0.0
42bf00,,297592110,13013,sdc,<HPL_lmul>,cmp,"cmp, $0x4,%rcx",0,0,1,61.130541,20.89552239,6.467661692,72.63681592,93.53233831,CONDITION,,,0.20085470085470086
42be41,rbx,297619442,4676,sdc,<HPL_lmul>,mov,"mov, (%rsi),%ecx",0,0,1,61.136156,20.89552239,6.467661692,72.63681592,93.53233831,DATAXFER,,,0.0
42beb5,rdi,297657925,4289,sdc,<HPL_lmul>,movzwl,"movzwl, %si,%esi",0,0,1,61.144061,20.89552239,6.467661692,72.63681592,93.53233831,DATAXFER,,,0.0
42be8f,,297660617,8861,sdc,<HPL_lmul>,mov,"mov, %ebx,%edi",0,0,1,61.144614,20.89552239,6.467661692,72.63681592,93.53233831,DATAXFER,,,0.0
420acc,rdi,297702905,11084,masked,<HPL_rand>,mulsd,"mulsd, %xmm3,%xmm1",1,0,0,61.153301,20.89552239,6.467661692,72.63681592,93.53233831,FP,,,0.0
42beb8,rsi,297731335,9724,sdc,<HPL_lmul>,imul,"imul, %r11d,%ebx",0,0,1,61.159141,20.89552239,6.467661692,72.63681592,93.53233831,INTEGER,,,0.0
42be91,,297770159,6261,sdc,<HPL_lmul>,movzwl,"movzwl, %bx,%esi",0,0,1,61.167116,20.89552239,6.467661692,72.63681592,93.53233831,DATAXFER,,,0.0
42be2e,r8,297780936,12977,sdc,<HPL_ladd>,shr,"shr, $0x10,%esi",0,0,1,61.16933,20.89552239,6.467661692,72.63681592,93.53233831,SHIFT,,,0.0
42bea1,r10,297796016,5167,masked,<HPL_lmul>,add,"add, %ebx,%esi",1,0,0,61.172428,20.89552239,5.970149254,73.13432836,94.02985075,INTEGER,,,0.0
42be41,rbx,297809907,11588,sdc,<HPL_lmul>,mov,"mov, (%rsi),%ecx",0,0,1,61.175281,20.89552239,6.467661692,72.63681592,93.53233831,DATAXFER,,,0.0
42beb8,rax,297991900,9924,sdc,<HPL_lmul>,imul,"imul, %r11d,%ebx",0,0,1,61.212666,20.89552239,5.970149254,73.13432836,94.02985075,INTEGER,,,0.0
42be98,rsi,298020591,3971,sdc,<HPL_lmul>,shr,"shr, $0x10,%edi",0,0,1,61.21856,21.39303483,5.970149254,72.63681592,94.02985075,SHIFT,,,0.0
42bea3,r11,298032255,8412,sdc,<HPL_lmul>,mov,"mov, %esi,%edi",0,0,1,61.220956,21.39303483,5.472636816,73.13432836,94.52736318,DATAXFER,,,0.0
42bebe,rsi,298053256,9409,masked,<HPL_lmul>,mov,"mov, %esi,%ebx",1,0,0,61.22527,21.39303483,5.472636816,73.13432836,94.52736318,DATAXFER,,,0.0
42be6d,rcx,298112222,3163,sdc,<HPL_lmul>,movzwl,"movzwl, %r11w,%r9d",0,0,1,61.237383,21.39303483,5.472636816,73.13432836,94.52736318,DATAXFER,,,0.0
42be55,rsi,298162893,7695,sdc,<HPL_lmul>,movzwl,"movzwl, %cx,%eax",0,0,1,61.247792,21.39303483,5.970149254,72.63681592,94.02985075,DATAXFER,,,0.0
42bde6,rbx,298222822,11006,sdc,<HPL_ladd>,add,"add, %edi,%r8d",0,0,1,61.260103,21.39303483,5.970149254,72.63681592,94.02985075,INTEGER,,,0.0
