IP,REG,fi,seg,result_class,FUC,INS,INS_FULL,Masked,Crash,Dynamic Execution,Masked%,Crash%,INS_type,CrashOnSameIP
401430,xmm0,112622157,182,masked,<find_nearest_point>,cmp,"cmp, %r8d,%esi",1,0,50.893944,79.60199004975124,20.39800995024876,CONDITION,0.19310344827586207
40142c,xmm0,112622157,182,masked,<find_nearest_point>,add,"add, $0x1,%r8",1,0,50.893944,80.59701492537313,19.402985074626866,INTEGER,0.22133333333333333
40153a,r8,112622157,182,masked,<kmeans_clustering._omp_fn.0>,test,"test, %ebx,%ebx",1,0,50.893944,79.60199004975124,20.39800995024876,CONDITION,0.0
401426,rax,112622157,182,masked,<find_nearest_point>,subss,"subss, (%r9,%r8,4),%xmm0",1,0,50.893944,80.09950248756219,19.90049751243781,FP,0.24444444444444444
401420,xmm0,112622157,182,masked,<find_nearest_point>,movss,"movss, (%rdi,%r8,4),%xmm0",1,0,50.893944,79.60199004975124,20.39800995024876,DATAXFER,0.13043478260869565
401433,r8,112887494,312,crash,<find_nearest_point>,mulss,"mulss, %xmm0,%xmm0",0,1,51.015022,81.09452736318408,18.90547263681592,FP,0.15384615384615385
40156c,r8,113085571,365,masked,<kmeans_clustering._omp_fn.0>,cmp,"cmp, %eax,%ebx",1,0,51.105408,80.59701492537313,19.402985074626866,CONDITION,0.136986301369863
401437,rflags,113414943,538,masked,<find_nearest_point>,addss,"addss, %xmm0,%xmm1",1,0,51.255707,80.59701492537313,19.402985074626866,FP,0.21739130434782608
401460,rflags,113470879,35,masked,<kmeans_clustering._omp_fn.0>,ing._omp_fn.0>:,ing._omp_fn.0>:,1,0,51.281231,80.59701492537313,19.402985074626866,UnKnown,0.0
401500,r8,113634791,466,crash,<kmeans_clustering._omp_fn.0>,mov,"mov, (%r12),%rbp",0,1,51.356027,80.59701492537313,19.402985074626866,DATAXFER,0.25
401430,rflags,113723214,289,masked,<find_nearest_point>,cmp,"cmp, %r8d,%esi",1,0,51.396376,80.09950248756219,19.90049751243781,CONDITION,0.19310344827586207
