IP,CrashOnSameIP
0x40ff8c,0.0
0x40ff91,0.0
0x40ff96,0.0
0x40ff9a,0.0
0x40ffa3,0.5
0x40ffa8,0.0
0x40ffad,0.0
0x40ffb2,0.0
0x40ffb6,0.0
0x40ffc2,1.0
0x40ffc8,1.0
0x40ffca,1.0
0x40ffcd,1.0
0x40ffd4,0.0
0x40ffdf,0.0
0x410008,0.0
0x41000b,0.0
0x41001a,0.0
0x410041,0.0
0x410044,0.0
0x41007d,0.0
0x41008c,0.0
0x410096,1.0
0x41009d,0.0
0x4100a5,0.0
0x4100b0,0.5
0x4100b8,0.0
0x4100c4,0.0
0x4100f2,1.0
0x4100f5,0.0
0x4100fa,0.0
0x410109,0.0
0x41010e,0.0
0x410118,1.0
0x41011a,0.0
0x410125,0.0
0x41012a,0.0
0x410134,0.0
0x41013d,0.0
0x410142,1.0
0x41014a,0.0
0x410153,0.0
0x410157,1.0
0x41015f,0.5
0x410162,0.0
0x41016c,1.0
0x410177,0.5
0x410185,0.0
0x410191,0.0
0x410196,0.0
0x41019a,0.0
0x41019f,0.0
0x4101a3,0.0
0x4101a8,0.0
0x4101ad,0.0
0x4101b2,0.0
0x4101bd,0.0
0x4101c8,0.0
0x4101d3,0.0
0x410211,0.0
0x410217,0.0
0x41021b,0.0
0x410221,0.0
0x41022a,0.0
0x410230,0.0
0x410237,0.0
0x41023d,0.0
0x410243,0.0
0x410249,0.0
0x41024d,0.0
0x410251,0.0
0x410257,0.0
0x41025d,0.0
0x410262,0.0
0x410269,0.0
0x410275,0.0
0x41027c,0.3333333333333333
0x41028e,0.0
0x410292,0.0
0x410296,0.0
0x41029a,0.0
0x41029e,0.0
0x4102a2,0.0
0x4102a6,0.3333333333333333
0x4102ab,0.0
0x4102af,0.0
0x4102b4,0.0
0x4102ba,0.0
0x4102bf,0.0
0x4102c4,0.0
0x4102c9,0.0
0x4102dc,0.0
0x410304,0.0
0x41030b,1.0
0x410443,1.0
0x41044c,0.0
0x41046b,0.0
0x410472,0.0
0x410476,0.0
0x4104b1,0.0
0x410535,0.0
0x410558,0.0
0x41055b,0.0
0x41056f,0.0
0x410572,0.0
0x41057a,0.0
0x410584,0.0
0x410586,0.0
0x410594,0.0
0x4105cc,0.0
0x4105d2,0.0
0x4105d9,0.0
0x41061a,0.0
0x410622,0.0
0x41062e,0.0
0x410642,0.75
0x41064c,1.0
0x410661,0.0
0x410675,0.0
0x4106ac,0.0
0x4106b4,0.0
0x4106bc,0.0
0x4106c9,0.0
0x4106d1,0.0
0x4106d5,0.0
0x4106d7,0.0
0x41072b,0.0
0x41075b,1.0
0x410787,0.0
0x4107f8,1.0
0x410800,1.0
0x41083e,0.0
0x410841,1.0
0x410849,0.0
0x410850,0.0
0x410854,0.0
0x410858,0.0
0x41085c,1.0
0x410860,1.0
0x410862,0.5
0x410869,0.0
0x41086d,0.0
0x41087a,1.0
0x41087e,0.3333333333333333
0x4127ec,0.0
0x4127f8,0.0
0x4127fc,1.0
0x412810,0.0
0x412812,0.75
0x412816,0.0
0x41281a,0.0
0x41281f,1.0
0x41282b,1.0
0x412c5d,1.0
0x412c80,1.0
0x412c88,1.0
0x412c9e,1.0
0x412cae,0.0
0x412cc0,0.0
0x412cc5,0.3333333333333333
0x412ccb,0.0
0x412cce,0.0
0x412cd1,0.0
0x412cda,0.0
0x412cdd,0.0
0x412ce0,0.0
0x412ce5,0.0
0x412ce8,0.0
0x412ceb,0.0
0x412ced,0.0
0x412cf4,0.06666666666666667
0x412cf8,0.0
0x412cfb,0.0
0x412cff,0.0
0x412d03,0.0
0x412d08,0.0
0x412d0d,0.15384615384615385
0x412d12,0.0
0x412d17,0.0
0x412d1c,0.0
0x412d1f,0.0
0x412d23,0.0
0x412d27,0.0
0x412d29,0.0
0x412d2b,0.0
0x412d30,0.0
0x412d3d,0.9
0x412d40,0.0
0x412d43,0.3333333333333333
0x412d48,0.0
0x412d4b,0.6666666666666666
0x412d50,0.0
0x412d53,0.2
0x412d57,1.0
0x412d5b,0.0
0x412d6a,0.0
0x412d7e,1.0
0x412d9e,0.0
0x412da8,1.0
0x412dd0,0.8
0x412dd8,0.45454545454545453
0x412dda,1.0
0x412de3,0.0
0x412def,0.0
0x412f3a,0.1
0x412f3e,0.1
0x412f42,0.6363636363636364
0x412f4a,0.46153846153846156
0x412f53,0.8571428571428571
0x412f58,0.16666666666666666
0x4133d2,0.0
0x4133d7,0.0
0x4133ec,1.0
0x413466,0.0
0x413489,1.0
0x413491,1.0
0x4134b2,0.0
0x4134cd,0.5
0x4134cf,0.0
0x4134d9,0.0
0x4134ed,0.0
0x4134f9,0.0
0x413505,0.0
0x413508,0.0
0x41350c,0.0
0x413511,0.0
0x41351c,0.0
0x413520,0.0
0x413527,0.0
0x413531,0.0
0x413557,0.0
0x41355c,0.0
0x413562,0.0
0x413568,0.0
0x41356d,0.0
0x413572,0.0
0x413576,0.0
0x413580,0.5
0x413583,0.0
0x413586,0.0
0x413589,0.0
0x41358b,0.0
0x41358d,0.0
0x413596,1.0
0x41359d,0.0
0x4135a0,0.0
0x4135a3,0.0
0x4135a6,0.0
0x413736,0.0
0x41373b,0.0
0x413770,0.0
0x413779,0.0
0x413786,0.0
0x41378e,0.0
0x413797,0.25
0x4137b0,0.0
0x4137b6,0.0
0x4137c0,0.25
0x4137c8,0.0
0x4137d1,0.0
0x41d394,0.6666666666666666
0x41d399,0.3333333333333333
0x41d3a1,0.0
0x41d3a8,0.0
0x41d3af,0.0
0x41d3b7,1.0
0x41d3bb,0.0
