loop_name,COUNT,CRASHC,Crash%
loop__14.csv,2079,336,0.1616
loop__15.csv,1734,328,0.1892
loop__16.csv,8,0,0.0000
loop__18.csv,2499,412,0.1649
loop__19.csv,2499,412,0.1649
