14468,0x416d15
14469,0x416d18
14470,0x416d1f
14471,0x416d23
14488,0x416d7f
14489,0x416d86
14490,0x416d8a
14491,0x416d8c
14476,0x416d3d
14477,0x416d40
14478,0x416d47
14479,0x416d4b
14484,0x416d68
14485,0x416d6b
14486,0x416d72
14487,0x416d79
14480,0x416d51
14481,0x416d54
14482,0x416d5b
14483,0x416d62
14419,0x416cb8
14420,0x416cc0
14421,0x416cc4
14422,0x416ccc
14423,0x416cce
14424,0x416ccf
14425,0x416cd3
14426,0x416cd6
14427,0x416cda
14428,0x416cdd
14429,0x416ce5
14430,0x416ce9
14431,0x416cec
14432,0x416cef
14433,0x416cf2
14434,0x416cfa
14435,0x416cfe
14436,0x416d02
14437,0x416d04
14438,0x416d0b
14439,0x416d0f
14472,0x416d29
14473,0x416d2c
14474,0x416d33
14475,0x416d37
14464,0x417002
14465,0x41700b
14466,0x417013
14467,0x41701b
