16488,0x402f70,0,0
21201,0x402fe0,0,0
20535,0x4030b0,0,0
6920,0x403330,0,0
13429,0x41b903,0,0
13430,0x41b906,0,0
13431,0x41b90b,0,0
13432,0x41b90f,0,0
13433,0x41b916,0,0
13434,0x41b91c,0,0
13435,0x41b924,0,0
13436,0x41b92c,0,0
13437,0x41b931,0,0
13438,0x41b93c,0,0
13455,0x41b941,0,0
13456,0x41b949,0,0
13457,0x41b951,0,0
13458,0x41b956,0,0
6927,0x41cb4f,0,0
6928,0x41cb56,0,0
6929,0x41cb58,0,0
6930,0x41cb59,0,0
6931,0x41cb5a,0,0
6932,0x41cb5c,0,0
20537,0x41ccde,0,0
20538,0x41cce3,0,0
20539,0x41cceb,0,0
20540,0x41cced,0,0
20541,0x41ccef,0,0
20542,0x41ccfa,0,0
20543,0x41ccfe,0,0
21192,0x41cd03,0,0
21193,0x41cd08,0,0
21194,0x41cd0c,0,0
21195,0x41cd10,0,0
21196,0x41cd15,0,0
21197,0x41cd17,0,0
21198,0x41cd1c,0,0
21199,0x41cd21,0,0
21200,0x41cd25,0,0
21331,0x41cd2a,0,0
21332,0x41cd32,0,0
21336,0x41cd3a,0,0
21337,0x41cd42,0,0
21338,0x41cd4b,0,0
21339,0x41cd57,0,0
21340,0x41cd60,0,0
21341,0x41cd64,0,0
21342,0x41cd6b,0,0
21343,0x41cd71,0,0
21344,0x41cd76,0,0
21345,0x41cd7f,0,0
21362,0x41cd84,0,0
21363,0x41cd88,0,0
21364,0x41cd8d,0,0
21365,0x41cd92,0,0
21366,0x41cd97,0,0
21367,0x41cda0,0,0
21368,0x41cdac,0,0
21369,0x41cdb0,0,0
21370,0x41cdb5,0,0
21371,0x41cdba,0,0
21372,0x41cdbe,0,0
21373,0x41cdc5,0,0
21333,0x41ce28,0,0
21334,0x41ce2c,0,0
1381,0x41cf30,0,0
1382,0x41cf32,0,0
1383,0x41cf35,0,0
1384,0x41cf36,0,0
1385,0x41cf39,0,0
1386,0x41cf3a,0,0
1387,0x41cf3d,0,0
1388,0x41cf3f,0,0
1389,0x41cf46,0,0
1390,0x41cf49,0,0
1391,0x41cf4d,0,0
6875,0x41cf52,0,0
6876,0x41cf56,0,0
6885,0x41cf58,0,0
6886,0x41cf5c,0,0
6887,0x41cf60,0,0
6888,0x41cf64,0,0
6889,0x41cf68,0,0
6890,0x41cf6b,0,0
6899,0x41cf90,0,0
6891,0x41cf93,0,0
6892,0x41cf98,0,0
6893,0x41cf9b,0,0
6897,0x41cf9d,0,0
6898,0x41cfa0,0,0
6894,0x41cfa6,0,0
6895,0x41cfaa,0,0
6896,0x41cfad,0,0
6911,0x41cfc6,0,0
6912,0x41cfc9,0,0
6913,0x41cfcf,0,0
6914,0x41cfd4,0,0
6915,0x41cfd7,0,0
6916,0x41cfde,0,0
6917,0x41cfe1,0,0
14123,0x41cfe6,0,0
14124,0x41cfee,0,0
14125,0x41cff3,0,0
14126,0x41cffa,0,0
14127,0x41d002,0,0
14128,0x41d007,0,0
14129,0x41d00e,0,0
14130,0x41d01a,0,0
14131,0x41d01c,0,0
14132,0x41d028,0,0
14133,0x41d030,0,0
14134,0x41d034,0,0
14135,0x41d040,0,0
14136,0x41d04c,0,0
14137,0x41d058,0,0
14138,0x41d064,0,0
14139,0x41d069,0,0
14140,0x41d06e,0,0
14141,0x41d077,0,0
14142,0x41d07b,0,0
14143,0x41d080,0,0
14144,0x41d088,0,0
14145,0x41d091,0,0
14146,0x41d09d,0,0
14147,0x41d0a6,0,0
14148,0x41d0af,0,0
14149,0x41d0b8,0,0
14150,0x41d0c1,0,0
14151,0x41d0ca,0,0
14152,0x41d0d3,0,0
14153,0x41d0df,0,0
16480,0x41d0e4,0,0
16481,0x41d0e9,0,0
16482,0x41d0ee,0,0
16483,0x41d0f3,0,0
16484,0x41d0fc,0,0
16485,0x41d107,0,0
16486,0x41d10b,0,0
16487,0x41d10f,0,0
6903,0x41d250,0,0
6904,0x41d253,0,0
6909,0x41d259,0,0
6910,0x41d25c,0,0
16489,0x7000e0,0,0
21202,0x700118,0,0
20536,0x700180,0,0
6922,0x7002c0,0,0
