137,0x700020
138,0x400852
139,0x400855
140,0x40085c
166,0x400660
221,0x4009c8
222,0x4009cf
223,0x4009d2
141,0x400b92
142,0x400b97
216,0x400963
217,0x400967
218,0x40096a
219,0x40096d
220,0x40096f
167,0x700018
150,0x4006c0
116,0x700008
163,0x400881
164,0x400886
165,0x40088a
133,0x400845
134,0x40084a
135,0x40084d
230,0x4009e7
231,0x4009eb
232,0x4009ee
233,0x4009f0
234,0x4009f2
136,0x400670
224,0x4009d9
225,0x4009de
226,0x4009e2
143,0x400862
144,0x400867
145,0x40086c
146,0x40086f
147,0x400871
148,0x400879
149,0x40087c
151,0x700048
235,0x400a08
236,0x400a0d
237,0x400a12
238,0x400a1a
115,0x400640
