slice_name,COUNT,CRASHC,Crash%
slice_10.csv,14928,2999,0.2009
slice_11.csv,14928,2999,0.2009
slice_13.csv,14928,2999,0.2009
slice_14.csv,14928,2999,0.2009
slice_15.csv,7415,1513,0.204
slice_19.csv,72,32,0.4444
slice_2.csv,7512,1485,0.1977
slice_21.csv,14928,2999,0.2009
slice_22.csv,14928,2999,0.2009
slice_3.csv,7415,1513,0.204
slice_5.csv,14928,2999,0.2009
slice_7.csv,14928,2999,0.2009
slice_8.csv,14928,2999,0.2009
slice_9.csv,14928,2999,0.2009
