IP,REG,fi,seg,result_class,FUC,INS,INS_FULL,Masked,Crash,Dynamic Execution,Masked%,Crash%,INS_type
4010a5,rax,87573097,8645,crash,<lud_omp._omp_fn.1>,add,"add, $0x1,%rax",0,1,32.31723,80.59701493,19.40298507,INTEGER
4010b0,rflags,87583900,5042,masked,<lud_omp._omp_fn.1>,cmp,"cmp, %eax,%ebx",1,0,32.321218,80.59701493,19.40298507,CONDITION
4010b2,xmm1,87590909,7393,masked,<lud_omp._omp_fn.1>,subss,"subss, %xmm0,%xmm1",1,0,32.323805,80.59701493,19.40298507,FP
4010a5,rax,87591349,338,masked,<lud_omp._omp_fn.1>,add,"add, $0x1,%rax",1,0,32.323967,80.59701493,19.40298507,INTEGER
4010a0,xmm0,87628222,3547,masked,<lud_omp._omp_fn.1>,movss,"movss, (%rcx,%rax,4),%xmm0",1,0,32.337577,80.59701493,19.40298507,DATAXFER
4010b0,rflags,87631550,4758,masked,<lud_omp._omp_fn.1>,cmp,"cmp, %eax,%ebx",1,0,32.338805,80.59701493,19.40298507,CONDITION
4010b0,rflags,87655934,13691,masked,<lud_omp._omp_fn.1>,cmp,"cmp, %eax,%ebx",1,0,32.347806,80.59701493,19.40298507,CONDITION
4010b0,rflags,87657804,14103,masked,<lud_omp._omp_fn.1>,cmp,"cmp, %eax,%ebx",1,0,32.348496,80.59701493,19.40298507,CONDITION
4010a5,rax,87668547,7663,masked,<lud_omp._omp_fn.1>,add,"add, $0x1,%rax",1,0,32.352461,80.59701493,19.40298507,INTEGER
4010b0,rflags,87671062,3221,masked,<lud_omp._omp_fn.1>,cmp,"cmp, %eax,%ebx",1,0,32.353389,81.09452736,18.90547264,CONDITION
4010a5,rax,87697961,1903,crash,<lud_omp._omp_fn.1>,add,"add, $0x1,%rax",0,1,32.363318,81.09452736,18.90547264,INTEGER
4010b2,xmm1,87711885,550,masked,<lud_omp._omp_fn.1>,subss,"subss, %xmm0,%xmm1",1,0,32.368457,80.59701493,19.40298507,FP
4010b2,xmm1,87716663,1865,masked,<lud_omp._omp_fn.1>,subss,"subss, %xmm0,%xmm1",1,0,32.370221,80.59701493,19.40298507,FP
401180,rflags,87735746,10678,masked,<lud_omp._omp_fn.0>,cmp,"cmp, %eax,%ebx",1,0,32.377264,80.59701493,19.40298507,CONDITION
401175,rax,87760412,3803,crash,<lud_omp._omp_fn.0>,add,"add, $0x1,%rax",0,1,32.386369,80.59701493,19.40298507,INTEGER
40117d,rdx,87774124,13128,crash,<lud_omp._omp_fn.0>,add,"add, %rsi,%rdx",0,1,32.39143,80.09950249,19.90049751,INTEGER
401180,rflags,87794584,14191,masked,<lud_omp._omp_fn.0>,cmp,"cmp, %eax,%ebx",1,0,32.398982,80.09950249,19.90049751,CONDITION
401170,xmm0,87816902,611,masked,<lud_omp._omp_fn.0>,movss,"movss, (%rcx,%rax,4),%xmm0",1,0,32.407219,80.09950249,19.90049751,DATAXFER
401170,xmm0,87841355,7884,masked,<lud_omp._omp_fn.0>,movss,"movss, (%rcx,%rax,4),%xmm0",1,0,32.416245,80.09950249,19.90049751,DATAXFER
40117d,rdx,87899169,9281,masked,<lud_omp._omp_fn.0>,add,"add, %rsi,%rdx",1,0,32.437584,79.60199005,20.39800995,INTEGER
401182,xmm1,87925270,6573,masked,<lud_omp._omp_fn.0>,subss,"subss, %xmm0,%xmm1",1,0,32.447218,79.10447761,20.89552239,FP
401180,rflags,87930949,13683,masked,<lud_omp._omp_fn.0>,cmp,"cmp, %eax,%ebx",1,0,32.449314,79.10447761,20.89552239,CONDITION
401179,xmm0,87934040,12576,masked,<lud_omp._omp_fn.0>,mulss,"mulss, (%rdx),%xmm0",1,0,32.450455,78.60696517,21.39303483,FP
401180,rflags,87993956,6457,masked,<lud_omp._omp_fn.0>,cmp,"cmp, %eax,%ebx",1,0,32.47257,78.60696517,21.39303483,CONDITION
401179,xmm0,87994722,13966,masked,<lud_omp._omp_fn.0>,mulss,"mulss, (%rdx),%xmm0",1,0,32.472853,78.10945274,21.89054726,FP
401179,xmm0,88003201,3446,masked,<lud_omp._omp_fn.0>,mulss,"mulss, (%rdx),%xmm0",1,0,32.475983,78.10945274,21.89054726,FP
40117d,rdx,88034525,190,crash,<lud_omp._omp_fn.0>,add,"add, %rsi,%rdx",0,1,32.487545,78.10945274,21.89054726,INTEGER
