loop_name,COUNT,CRASHC,Crash%
loop__11.csv,125,28,0.2240
loop__13.csv,2369,408,0.1722
loop__14.csv,4024,999,0.2483
loop__15.csv,1843,615,0.3337
loop__16.csv,1583,615,0.3885
loop__17.csv,2369,408,0.1722
loop__18.csv,2455,408,0.1662
loop__3.csv,1569,935,0.5959
loop__4.csv,3159,1605,0.5081
loop__5.csv,3159,1605,0.5081
loop__6.csv,5058,2556,0.5053
loop__7.csv,264,80,0.3030
loop__8.csv,595,280,0.4706
