loop_name,COUNT,CRASHC,Crash%
loop__0.csv,346,72,0.21
loop__1.csv,76,36,0.47
loop__18.csv,13,0,0.00
loop__20.csv,4,0,0.00
loop__24.csv,561,105,0.19
loop__26.csv,23,4,0.17
loop__27.csv,77,47,0.61
loop__28.csv,68,28,0.41
loop__29.csv,51,3,0.06
loop__3.csv,3211,1690,0.53
loop__30.csv,36,21,0.58
loop__32.csv,256,52,0.20
loop__34.csv,1,0,0.00
loop__4.csv,17,5,0.29
loop__67.csv,1,0,0.00
