IP,CrashOnSameIP
0x405987,0.12
0x40598b,0.13793103448275862
0x405991,0.06451612903225806
0x405995,0.10714285714285714
0x4059a1,0.08333333333333333
0x4059a5,0.09090909090909091
0x4059b2,0.0
0x4059c2,1.0
0x4059d8,0.0
0x4059f9,0.0
0x4059fe,0.0
0x405a0a,0.0
0x405a1a,1.0
0x405a20,0.08695652173913043
0x405a25,0.05128205128205128
0x405a2a,0.038461538461538464
0x405a32,0.21739130434782608
0x405a39,0.07692307692307693
0x405a41,0.10714285714285714
0x405a45,0.23529411764705882
0x405a4b,0.18181818181818182
0x405a51,0.17857142857142858
0x405a59,0.041666666666666664
0x405a5d,0.20689655172413793
0x405a63,0.08333333333333333
0x405a69,0.13636363636363635
0x405a71,0.10526315789473684
0x405a75,0.07407407407407407
0x405a79,0.06896551724137931
0x405a84,0.19047619047619047
0x405a88,0.1388888888888889
0x405aa0,0.043478260869565216
0x405aa5,0.08
0x405aaa,0.16666666666666666
0x405ab0,0.17857142857142858
0x405ab6,0.038461538461538464
0x405abe,0.10344827586206896
0x405aca,0.20689655172413793
0x405ace,0.0
0x405af3,0.0
0x405b07,0.0
0x405b0d,0.0
0x405b18,0.03333333333333333
0x405b1c,0.15384615384615385
0x405b20,0.13793103448275862
0x405b23,0.0
0x405b26,0.038461538461538464
0x405b2a,0.125
0x405b38,0.0
0x405b5f,0.0
0x405b70,0.05263157894736842
0x405b7c,0.2
0x405b7f,0.030303030303030304
0x405b85,0.05555555555555555
0x405b8d,0.034482758620689655
0x405b93,0.16
0x405b9c,0.0
0x405ba4,0.14285714285714285
0x405bae,0.17391304347826086
0x405bb3,0.09090909090909091
0x405bb7,0.1111111111111111
0x405bc5,0.16666666666666666
0x405bc9,0.15789473684210525
0x405bcd,0.25
0x405bd2,0.1111111111111111
0x405bd9,0.0
0x405bfb,0.0
0x405c48,0.17647058823529413
0x405c4d,0.08333333333333333
0x405c51,0.18181818181818182
0x405c56,0.041666666666666664
0x405c5c,0.18181818181818182
0x405c60,0.19047619047619047
0x405c68,0.0
0x405c8f,0.0
0x405c98,0.0
0x405ce0,0.0
0x405d21,0.0
0x405d33,0.0
0x4060cf,0.0
