loop_name,COUNT,CRASHC,Crash%
loop__65.csv,75,36,0.4800
loop__66.csv,75,36,0.4800
loop__665.csv,76,36,0.4737
loop__667.csv,76,36,0.4737
loop__669.csv,76,36,0.4737
loop__67.csv,75,36,0.4800
loop__672.csv,76,36,0.4737
loop__673.csv,68,29,0.4265
loop__678.csv,39,17,0.4359
loop__68.csv,75,36,0.4800
loop__681.csv,76,36,0.4737
loop__683.csv,76,36,0.4737
loop__69.csv,76,36,0.4737
loop__690.csv,76,36,0.4737
loop__70.csv,76,36,0.4737
loop__706.csv,39,17,0.4359
loop__71.csv,37,17,0.4595
loop__710.csv,76,36,0.4737
loop__711.csv,76,36,0.4737
loop__712.csv,76,36,0.4737
loop__714.csv,76,36,0.4737
loop__715.csv,76,36,0.4737
loop__716.csv,76,36,0.4737
loop__717.csv,76,36,0.4737
loop__718.csv,76,36,0.4737
loop__719.csv,76,36,0.4737
loop__72.csv,76,36,0.4737
loop__720.csv,76,36,0.4737
loop__721.csv,76,36,0.4737
loop__723.csv,76,36,0.4737
loop__724.csv,76,36,0.4737
loop__725.csv,76,36,0.4737
loop__726.csv,76,36,0.4737
loop__727.csv,76,36,0.4737
loop__728.csv,76,36,0.4737
loop__73.csv,76,36,0.4737
loop__74.csv,76,36,0.4737
loop__740.csv,76,36,0.4737
loop__741.csv,76,36,0.4737
loop__742.csv,76,36,0.4737
loop__744.csv,76,36,0.4737
loop__745.csv,76,36,0.4737
loop__746.csv,76,36,0.4737
loop__748.csv,76,36,0.4737
loop__749.csv,76,36,0.4737
loop__75.csv,76,36,0.4737
loop__750.csv,76,36,0.4737
loop__751.csv,76,36,0.4737
loop__752.csv,76,36,0.4737
loop__753.csv,76,36,0.4737
loop__76.csv,75,36,0.4800
loop__760.csv,76,36,0.4737
loop__763.csv,76,36,0.4737
loop__764.csv,76,36,0.4737
loop__765.csv,76,36,0.4737
