loop_name,COUNT,CRASHC,Crash%
loop__13.csv,51,14,0.2745
loop__14.csv,51,14,0.2745
loop__15.csv,51,14,0.2745
loop__16.csv,57,9,0.1579
loop__17.csv,108,23,0.2130
loop__18.csv,108,23,0.2130
loop__19.csv,7512,1485,0.1977
loop__20.csv,7456,1477,0.1981
loop__21.csv,7415,1513,0.2040
loop__22.csv,7364,1499,0.2036
loop__27.csv,72,32,0.4444
loop__28.csv,72,32,0.4444
loop__29.csv,72,32,0.4444
