IP,REG,fi,seg,result_class,FUC,INS,INS_FULL,Masked,Crash,Dynamic Execution,Masked%,Crash%,INS_type
461f38,rflags,13245818,1093,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,movsd,"movsd, (%rdi,%rax,8),%xmm1",1,0,91.105241,82.20858895705521,17.791411042944784,UnKnown
48019e,rax,13270237,626,masked,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,cmp,"cmp, %rax,%rdx",1,0,91.27349,82.71604938271605,17.28395061728395,CONDITION
480182,rflags,13270483,525,masked,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,mov,"mov, 0x30(%rbp),%rsi",1,0,91.275185,83.22981366459628,16.770186335403725,DATAXFER
461eab,rdx,13274370,420,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,mov,"mov, %rbp,%rax",1,0,91.301967,83.75,16.25,DATAXFER
480190,rflags,13294587,352,masked,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,mov,"mov, (%rdi,%rdx,8),%rcx",1,0,91.441264,83.64779874213836,16.352201257861637,DATAXFER
461f41,rax,13296434,1233,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,add,"add, $0x1,%rax",1,0,91.45399,84.17721518987342,15.822784810126585,INTEGER
461f1f,rax,13325960,134,crash,<hypre_ParCSRRelaxThreads._omp_fn.2>,cmp,"cmp, %rsi,%rax",0,1,91.657427,84.07643312101911,15.92356687898089,CONDITION
461fa4,rdx,13332592,124,crash,<hypre_ParCSRRelaxThreads._omp_fn.2>,cmp,"cmp, %rbp,%r10",0,1,91.703122,83.97435897435898,16.025641025641026,CONDITION
48019a,xmm0,13345130,291,masked,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,add,"add, $0x1,%rdx",1,0,91.78951,83.87096774193549,16.129032258064516,INTEGER
49260c,xmm0,13416011,759,masked,<hypre_UnorderedIntSetCreate._omp_fn.0>,add,"add, $0x4,%rsi",1,0,92.277887,83.76623376623377,16.233766233766232,INTEGER
404354,rbx,13426075,387,crash,<BuildIJLaplacian27pt._omp_fn.0>,cmp,"cmp, %rax,%r14",0,1,92.347229,83.66013071895425,16.33986928104575,CONDITION
4250f3,xmm0,13478865,434,masked,<hypre_BoomerAMGBuildMultipass._omp_fn.5>,shl,"shl, $0x3,%rax",1,0,92.710958,83.55263157894737,16.44736842105263,SHIFT
426a58,rflags,13503610,621,masked,<hypre_BoomerAMGBuildMultipass._omp_fn.10>,add,"add, $0x1,%rax",1,0,92.881453,83.44370860927152,16.556291390728475,INTEGER
461f38,rcx,13510184,28,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,movsd,"movsd, (%rdi,%rax,8),%xmm1",1,0,92.926749,83.33333333333333,16.666666666666668,UnKnown
42822f,rdi,13510266,596,masked,<hypre_BoomerAMGBuildMultipass>,mov,"mov, (%rdx,%rax,8),%rsi",1,0,92.927314,83.22147651006712,16.778523489932887,DATAXFER
461f4e,xmm1,13515624,99,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,subsd,"subsd, %xmm1,%xmm0",1,0,92.964231,83.78378378378379,16.216216216216218,FP
461f0b,xmm0,13537294,267,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,ucomisd,"ucomisd, 0x68(%rbx),%xmm1",1,0,93.113539,83.6734693877551,16.3265306122449,CONDITION
484f20,rax,13568433,43,masked,<hypre_IJMatrixAssembleParCSR._omp_fn.3>,add,"add, $0x1,%rcx",1,0,93.32809,83.56164383561644,16.438356164383563,INTEGER
461f3d,rdi,13578539,502,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,mov,"mov, (%r9,%rax,8),%rdx",1,0,93.397721,83.44827586206897,16.551724137931036,DATAXFER
4804fe,r10,13611628,220,crash,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,cmp,"cmp, %rcx,%rax",0,1,93.625708,83.33333333333333,16.666666666666668,CONDITION
4703e3,rflags,13623121,1166,masked,<hypre_ParMatmul._omp_fn.4>,mov,"mov, (%rsp),%rcx",1,0,93.704896,83.21678321678321,16.783216783216783,DATAXFER
461e90,rflags,13652378,173,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,laxThreads._omp_fn.2>:,laxThreads._omp_fn.2>:,1,0,93.906479,83.80281690140845,16.197183098591548,UnKnown
4725a5,r8,13659963,1284,masked,<hypre_ParMatmul._omp_fn.1>,add,"add, %r12,%rax",1,0,93.958741,83.68794326241135,16.31205673758865,INTEGER
461f38,rflags,13721109,436,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,movsd,"movsd, (%rdi,%rax,8),%xmm1",1,0,94.380043,83.57142857142857,16.428571428571427,UnKnown
461f3d,rsp,13748885,568,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,mov,"mov, (%r9,%rax,8),%rdx",1,0,94.571422,84.1726618705036,15.827338129496402,DATAXFER
48019a,rsp,13768375,511,masked,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,add,"add, $0x1,%rdx",1,0,94.70571,84.78260869565217,15.217391304347826,INTEGER
461f3d,rflags,13768760,598,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,mov,"mov, (%r9,%rax,8),%rdx",1,0,94.708363,84.67153284671532,15.328467153284672,DATAXFER
461f45,rcx,13798191,410,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,cmp,"cmp, %rsi,%rax",1,0,94.911145,84.55882352941177,15.441176470588236,CONDITION
461f3d,xmm1,13813496,274,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,mov,"mov, (%r9,%rax,8),%rdx",1,0,95.016598,85.18518518518519,14.814814814814817,DATAXFER
461f02,rcx,13867032,1123,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,jmp,"jmp, 461f02, <hypre_ParCSRRel",1,0,95.385467,85.07462686567165,14.92537313432836,BR_OR_LP_CTRL
461f4e,rcx,13880911,814,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,subsd,"subsd, %xmm1,%xmm0",1,0,95.481094,84.9624060150376,15.037593984962406,FP
426db4,xmm1,13888918,22,masked,<hypre_BoomerAMGBuildMultipass._omp_fn.10>,cmpq,"cmpq, $0xfffffffffffffffd,(%r",1,0,95.536263,84.84848484848484,15.151515151515152,UnKnown
