loop_name,COUNT,CRASHC,Crash%
loop__35.csv,391,47,0.1202
loop__36.csv,363,49,0.1350
loop__43.csv,1207,98,0.0812
loop__44.csv,9,0,0.0000
loop__45.csv,302,122,0.4040
loop__46.csv,12833,2405,0.1874
loop__47.csv,12236,2224,0.1818
loop__62.csv,61,17,0.2787
loop__63.csv,156,37,0.2372
loop__64.csv,116,21,0.1810
loop__65.csv,146,31,0.2123
loop__66.csv,165,40,0.2424
loop__67.csv,137,31,0.2263
