IP,CrashOnSameIP
0x400800,0.3225806451612903
0x4008c8,0.9322033898305084
0x4008cf,0.8253968253968254
0x4008d4,0.7916666666666666
0x4008d9,0.0
0x4008db,0.4931506849315068
0x4008ec,0.36231884057971014
0x4008f0,0.6666666666666666
0x4008f4,0.02857142857142857
0x40090a,0.22058823529411764
0x400978,0.8839050131926122
0x40097f,0.8232044198895028
0x400984,0.6122448979591837
0x400989,0.0
0x400990,0.1902439024390244
0x400999,0.8934624697336562
0x4009a0,0.7948717948717948
0x4009a5,0.0
0x4009a7,0.6666666666666666
0x4009b1,0.7321867321867321
0x4009b6,0.220873786407767
0x4009ba,0.741424802110818
0x4009c1,0.0
0x400a00,0.4307692307692308
0x400a04,0.0
0x400a38,0.6218274111675127
0x400a3b,0.6009791921664627
0x400a40,0.0
0x400a48,0.6052631578947368
0x400a4c,0.3157894736842105
0x400a4e,0.2753623188405797
0x400a51,0.3225806451612903
0x400a53,0.0
0x400a57,0.3582089552238806
0x400a59,0.4117647058823529
0x400a5d,0.6507936507936508
0x400a60,0.391304347826087
0x400a63,0.7704918032786885
0x400a67,0.8070175438596491
0x400a6a,0.8524590163934426
0x400a70,0.5812807881773399
0x400a73,0.0
0x400a79,0.0
0x400a81,0.0
0x400a88,0.8101604278074866
0x400a8c,0.18446601941747573
0x400a91,0.023225806451612905
0x400a94,0.0
0x400aa8,0.0
0x400ab9,0.0
0x400ac3,0.5055762081784386
0x400ac7,0.0
