701,0x401885
702,0x40188a
703,0x40188d
704,0x401891
705,0x401894
649,0x4017c8
650,0x4017cc
651,0x4017cf
652,0x4017d3
653,0x4017d6
706,0x401903
707,0x401907
708,0x40190a
709,0x40190d
710,0x401912
711,0x401915
712,0x401918
624,0x401793
625,0x401798
626,0x40179b
627,0x4017a0
628,0x4017a5
412,0x700010
322,0x4009c0
411,0x700050
619,0x40177c
620,0x401781
621,0x401784
622,0x401789
623,0x40178e
629,0x4017aa
630,0x4017ae
631,0x4017b1
632,0x4017b5
633,0x4017b8
634,0x4017bb
635,0x4017be
636,0x4017c1
637,0x4017c3
387,0x700090
690,0x40185e
691,0x401861
300,0x400ac0
1187,0x401a9f
1188,0x401aa4
1189,0x401aa6
445,0x400b00
1133,0x4019e6
1134,0x4019ea
1135,0x4019ee
1136,0x4019f1
1137,0x4019f4
1138,0x4019f7
1139,0x4019fa
1140,0x4019fc
471,0x7000b0
321,0x400a40
654,0x401844
655,0x401848
656,0x40184b
657,0x40184e
658,0x401853
659,0x401856
660,0x401859
