loop_name,COUNT,CRASHC,Crash%
loop__0.csv,12,3,0.25
loop__67.csv,4172,0,0.00
loop__68.csv,5043,174,0.03
loop__69.csv,5115,184,0.04
loop__70.csv,1501,196,0.13
loop__84.csv,6,2,0.33
loop__85.csv,4,0,0.00
loop__88.csv,2,0,0.00
