23724,0x421d60,0,0
23725,0x421d63,0,0
23726,0x421d66,0,0
23727,0x421d69,0,0
23566,0x421d6f,0,0
23567,0x421d72,0,0
23568,0x421d75,0,0
23662,0x421d77,0,0
23663,0x421d7b,0,0
23664,0x421d7f,0,0
23665,0x421d84,0,0
23666,0x421d88,0,0
23667,0x421d8a,0,0
23668,0x421d8d,0,0
23715,0x421d9c,0,0
23716,0x421d9f,0,0
23717,0x421da2,0,0
23718,0x421da4,0,0
23719,0x421da7,0,0
23776,0x421dad,0,0
23777,0x421db1,0,0
23778,0x421db4,0,0
23779,0x421db7,0,0
23780,0x421dba,0,0
23781,0x421dbc,0,0
23782,0x421dc0,0,0
23783,0x421dc3,0,0
23817,0x421dd5,0,0
23818,0x421dd7,0,0
23865,0x421ddd,0,0
23866,0x421ddf,0,0
23912,0x421de5,0,0
23728,0x421df1,0,0
23729,0x421df4,0,0
23730,0x421df7,0,0
23731,0x421dfa,0,0
23732,0x421dfd,0,0
23774,0x4220e0,0,0
23775,0x4220e3,0,0
