23796,0x42179d,0,0
23797,0x4217a1,0,0
23798,0x4217a6,0,0
23517,0x4217ac,0,0
23518,0x4217b0,0,0
23519,0x4217b3,0,0
23520,0x4217b6,0,0
23521,0x4217ba,0,0
23594,0x4217c0,0,0
23595,0x4217c5,0,0
23596,0x4217c8,0,0
23597,0x4217cd,0,0
23598,0x4217d0,0,0
23599,0x4217d5,0,0
23600,0x4217d8,0,0
23601,0x4217db,0,0
23602,0x4217e0,0,0
23603,0x4217e4,0,0
23604,0x4217e6,0,0
23605,0x4217eb,0,0
23606,0x4217ee,0,0
23607,0x4217f2,0,0
23608,0x4217f5,0,0
23609,0x4217f9,0,0
23610,0x4217fd,0,0
23611,0x421800,0,0
23612,0x421804,0,0
23613,0x421806,0,0
23614,0x421809,0,0
23615,0x42180d,0,0
23616,0x421810,0,0
23617,0x421813,0,0
23618,0x421816,0,0
23619,0x421819,0,0
23620,0x42181d,0,0
23621,0x421820,0,0
23622,0x421825,0,0
23623,0x421829,0,0
23624,0x42182c,0,0
23625,0x421830,0,0
23626,0x421833,0,0
23627,0x421837,0,0
23628,0x42183a,0,0
23690,0x421840,0,0
23691,0x421842,0,0
23747,0x421848,0,0
23748,0x42184d,0,0
23749,0x421852,0,0
23750,0x421857,0,0
23751,0x42185c,0,0
23752,0x421861,0,0
23753,0x421864,0,0
23754,0x421869,0,0
23755,0x42186b,0,0
23756,0x421870,0,0
23757,0x421874,0,0
23758,0x421878,0,0
23759,0x42187d,0,0
23877,0x421882,0,0
23878,0x421887,0,0
23879,0x42188c,0,0
23880,0x42188f,0,0
24101,0x4218fd,0,0
24102,0x4218ff,0,0
24108,0x421905,0,0
24109,0x42190a,0,0
24110,0x42190f,0,0
24125,0x421914,0,0
24126,0x421916,0,0
23794,0x42191c,0,0
23795,0x42191f,0,0
23923,0x421a68,0,0
23924,0x421a6a,0,0
23967,0x421a70,0,0
23968,0x421a75,0,0
23969,0x421a7a,0,0
23970,0x421a7f,0,0
23971,0x421a84,0,0
23972,0x421a87,0,0
23973,0x421a8c,0,0
23974,0x421a8e,0,0
23975,0x421a92,0,0
24079,0x421a97,0,0
