IP,REG,fi,seg,result_class,FUC,INS,INS_FULL,Masked,Crash,Dynamic Execution,Masked%,Crash%,INS_type
0x4051d0,rax,261574,608,masked,<solver>,movss,"movss, 0x163c(%rip),%xmm1",1,0,54.004858,89.0547263682,10.9452736318,DATAXFER
0x405600,xmm0,261618,7838,masked,<solver>,mulss,"mulss, (%rbx,%rdx,1),%xmm4",1,0,54.013946,89.0547263682,10.9452736318,FP
0x40566d,xmm1,261637,9477,masked,<solver>,addss,"addss, 0x0(%rbp,%rdx,1),%xmm1",1,0,54.01787,89.552238806,10.447761194,FP
0x405733,xmm0,261679,9766,masked,<solver>,movss,"movss, 0x115d(%rip),%xmm1",1,0,54.026545,89.552238806,10.447761194,DATAXFER
0x40570f,xmm0,261705,3346,masked,<solver>,movss,"movss, 0x1179(%rip),%xmm1",1,0,54.031915,89.552238806,10.447761194,DATAXFER
0x405967,xmm0,261731,2468,masked,<solver>,movss,"movss, 0xf61(%rip),%xmm1",1,0,54.037285,89.552238806,10.447761194,DATAXFER
0x405268,xmm1,261733,9290,crash,<solver>,movss,"movss, 0x15ac(%rip),%xmm1",0,1,54.037698,90.0497512438,9.95024875622,DATAXFER
0x404d97,xmm0,261842,2394,masked,<master>,ucomiss,"ucomiss, 0x1a56(%rip),%xmm1",1,0,54.060211,90.0497512438,9.95024875622,CONDITION
0x405987,xmm0,261845,5924,masked,<solver>,addss,"addss, %xmm1,%xmm0",1,0,54.060831,90.0497512438,9.95024875622,FP
0x40586c,xmm0,261852,9696,masked,<solver>,addss,"addss, %xmm1,%xmm0",1,0,54.062277,90.0497512438,9.95024875622,FP
0x405633,rdx,261893,1366,masked,<solver>,movss,"movss, 0x1241(%rip),%xmm4",1,0,54.070745,90.0497512438,9.95024875622,DATAXFER
0x4053a8,rbx,261898,5445,masked,<solver>,movss,"movss, 0x1488(%rip),%xmm1",1,0,54.071778,90.0497512438,9.95024875622,DATAXFER
0x4053cc,xmm0,261900,9022,crash,<solver>,addss,"addss, %xmm4,%xmm1",0,1,54.072191,90.0497512438,9.95024875622,FP
0x40596f,xmm1,261959,7187,masked,<solver>,mulss,"mulss, (%r9,%rdx,1),%xmm1",1,0,54.084377,90.0497512438,9.95024875622,FP
0x4053bf,xmm1,262001,1053,masked,<solver>,movss,"movss, 0x1475(%rip),%xmm4",1,0,54.093051,89.552238806,10.447761194,DATAXFER
0x4055f8,xmm0,262033,7050,masked,<solver>,movss,"movss, 0x1270(%rip),%xmm1",1,0,54.099661,89.552238806,10.447761194,DATAXFER
0x40574d,xmm0,262082,835,masked,<solver>,mulss,"mulss, (%r8,%rdx,1),%xmm1",1,0,54.109781,89.552238806,10.447761194,FP
0x405981,xmm0,262191,9378,masked,<solver>,mulss,"mulss, (%r10,%rdx,1),%xmm1",1,0,54.132295,89.552238806,10.447761194,FP
0x404b93,xmm0,262201,9623,masked,<fin>,mulss,"mulss, %xmm1,%xmm0",1,0,54.13436,89.552238806,10.447761194,FP
0x404d91,xmm0,262257,1587,crash,<master>,movaps,"movaps, %xmm0,%xmm1",0,1,54.145926,89.552238806,10.447761194,DATAXFER
0x4053d8,xmm0,262319,7046,masked,<solver>,mulss,"mulss, 0x0(%r13,%rdx,1),%xmm4",1,0,54.158732,89.552238806,10.447761194,FP
0x40482a,xmm1,262372,8436,masked,<master._omp_fn.0>,mov,"mov, 0xc(%rax),%edx",1,0,54.169679,89.552238806,10.447761194,DATAXFER
0x40592c,xmm1,262576,9864,masked,<solver>,addss,"addss, %xmm1,%xmm0",1,0,54.211813,89.0547263682,10.9452736318,FP
0x405bb7,xmm1,262631,6896,masked,<solver>,cmp,"cmp, $0x16c,%rbx",1,0,54.223173,89.0547263682,10.9452736318,CONDITION
0x40528e,xmm1,262649,8668,masked,<solver>,addss,"addss, %xmm4,%xmm1",1,0,54.226891,89.0547263682,10.9452736318,FP
0x4053f7,xmm1,262690,4812,masked,<solver>,cmp,"cmp, $0x16c,%rdx",1,0,54.235359,89.0547263682,10.9452736318,CONDITION
0x405b8d,xmm1,262816,489,masked,<solver>,divss,"divss, 0x0(%rbp,%rbx,1),%xmm0",1,0,54.261384,89.0547263682,10.9452736318,FP
0x405777,xmm0,262831,5279,masked,<solver>,addss,"addss, %xmm1,%xmm0",1,0,54.264482,89.0547263682,10.9452736318,FP
0x40575f,xmm0,262863,3873,masked,<solver>,mulss,"mulss, (%r9,%rdx,1),%xmm1",1,0,54.271091,89.0547263682,10.9452736318,FP
0x405a51,rdi,262872,5632,masked,<solver>,mulss,"mulss, 0xe87(%rip),%xmm1",1,0,54.27295,89.0547263682,10.9452736318,FP
0x404d91,rflags,262877,5357,masked,<master>,movaps,"movaps, %xmm0,%xmm1",1,0,54.273983,89.0547263682,10.9452736318,DATAXFER
0x404d97,xmm1,262880,1235,crash,<master>,ucomiss,"ucomiss, 0x1a56(%rip),%xmm1",0,1,54.274602,89.0547263682,10.9452736318,CONDITION
0x404d88,xmm0,262945,1234,masked,<master>,movss,"movss, (%rdx),%xmm0",1,0,54.288028,89.0547263682,10.9452736318,DATAXFER
0x404d97,xmm4,263014,6190,masked,<master>,ucomiss,"ucomiss, 0x1a56(%rip),%xmm1",1,0,54.302279,89.0547263682,10.9452736318,CONDITION
0x404d91,xmm4,263071,4133,masked,<master>,movaps,"movaps, %xmm0,%xmm1",1,0,54.314052,89.0547263682,10.9452736318,DATAXFER
0x4053c7,xmm4,263203,1934,masked,<solver>,mulss,"mulss, (%rax,%rdx,1),%xmm4",1,0,54.341316,89.0547263682,10.9452736318,FP
0x405280,xmm1,263203,6916,masked,<solver>,movss,"movss, 0x1598(%rip),%xmm4",1,0,54.341316,89.0547263682,10.9452736318,DATAXFER
0x404db2,xmm1,263206,3829,masked,<master>,cmp,"cmp, %rdx,%rcx",1,0,54.341935,89.0547263682,10.9452736318,CONDITION
0x405a2a,rflags,263318,4979,masked,<solver>,movss,"movss, 0xeaa(%rip),%xmm1",1,0,54.365068,89.0547263682,10.9452736318,DATAXFER
0x40596f,xmm0,263333,4260,masked,<solver>,mulss,"mulss, (%r9,%rdx,1),%xmm1",1,0,54.368166,89.0547263682,10.9452736318,FP
0x405155,xmm0,263359,9826,crash,<solver>,mulss,"mulss, 0x0(%r13,%rax,1),%xmm1",0,1,54.373536,89.0547263682,10.9452736318,FP
0x405620,rax,263445,2207,masked,<solver>,movss,"movss, 0x1250(%rip),%xmm4",1,0,54.391299,89.0547263682,10.9452736318,DATAXFER
0x40528e,rflags,263496,3460,masked,<solver>,addss,"addss, %xmm4,%xmm1",1,0,54.401832,89.0547263682,10.9452736318,FP
0x405c48,xmm1,263542,6308,masked,<solver>,movss,"movss, (%rdi,%rax,1),%xmm0",1,0,54.411333,89.0547263682,10.9452736318,DATAXFER
0x404d72,xmm1,263624,5789,masked,<master>,pop,"pop, %rsi",1,0,54.42827,89.0547263682,10.9452736318,STACK
0x405700,xmm1,263648,4769,crash,<solver>,mulss,"mulss, (%rbx,%rdx,1),%xmm1",0,1,54.433227,89.0547263682,10.9452736318,FP
0x404d8c,xmm4,263738,8608,crash,<master>,ucomiss,"ucomiss, %xmm0,%xmm0",0,1,54.451816,89.0547263682,10.9452736318,CONDITION
0x404d88,rdi,263742,6593,masked,<master>,movss,"movss, (%rdx),%xmm0",1,0,54.452642,89.0547263682,10.9452736318,DATAXFER
0x40554f,rflags,263743,9358,crash,<solver>,mulss,"mulss, (%r14,%rdx,1),%xmm4",0,1,54.452848,89.0547263682,10.9452736318,FP
0x40584c,xmm1,263746,2849,masked,<solver>,movss,"movss, 0x1064(%rip),%xmm1",1,0,54.453468,89.0547263682,10.9452736318,DATAXFER
0x404d8c,xmm1,263818,9363,masked,<master>,ucomiss,"ucomiss, %xmm0,%xmm0",1,0,54.468339,89.0547263682,10.9452736318,CONDITION
0x404d91,xmm1,263832,3543,masked,<master>,movaps,"movaps, %xmm0,%xmm1",1,0,54.471231,89.0547263682,10.9452736318,DATAXFER
0x405448,rflags,263861,7204,crash,<solver>,movss,"movss, 0x13f8(%rip),%xmm0",0,1,54.47722,89.0547263682,10.9452736318,DATAXFER
0x405987,xmm1,263910,9762,masked,<solver>,addss,"addss, %xmm1,%xmm0",1,0,54.487341,89.0547263682,10.9452736318,FP
0x404d94,xmm1,263939,1318,masked,<master>,andps,"andps, %xmm2,%xmm1",1,0,54.493331,89.0547263682,10.9452736318,LOGICAL
0x405981,rflags,263953,3088,crash,<solver>,mulss,"mulss, (%r10,%rdx,1),%xmm1",0,1,54.496222,89.0547263682,10.9452736318,FP
0x405653,rflags,263979,9003,masked,<solver>,addss,"addss, %xmm4,%xmm1",1,0,54.501592,89.0547263682,10.9452736318,FP
0x404dae,rdx,264023,2939,masked,<master>,jbe,"jbe, 404dae, <master+0x18e>",1,0,54.51068,89.0547263682,10.9452736318,BR_OR_LP_CTRL
0x40584c,xmm1,264081,2996,masked,<solver>,movss,"movss, 0x1064(%rip),%xmm1",1,0,54.52266,88.5572139303,11.4427860697,DATAXFER
0x405628,xmm6,264105,7272,masked,<solver>,mulss,"mulss, 0x0(%r13,%rdx,1),%xmm4",1,0,54.527617,88.5572139303,11.4427860697,FP
0x40527c,xmm0,264119,6292,masked,<solver>,addss,"addss, %xmm4,%xmm1",1,0,54.530508,88.5572139303,11.4427860697,FP
0x404d91,xmm1,264169,4941,masked,<master>,movaps,"movaps, %xmm0,%xmm1",1,0,54.540836,88.5572139303,11.4427860697,DATAXFER
0x404b7b,xmm1,264287,9609,masked,<fin>,subss,"subss, %xmm7,%xmm1",1,0,54.565208,88.5572139303,11.4427860697,FP
0x405b0d,rflags,264504,1672,masked,<solver>,movss,"movss, 0x8(%rsp),%xmm3",1,0,54.610027,88.5572139303,11.4427860697,DATAXFER
0x404d88,xmm1,264506,7328,masked,<master>,movss,"movss, (%rdx),%xmm0",1,0,54.61044,88.5572139303,11.4427860697,DATAXFER
0x404dae,xmm0,264560,2739,masked,<master>,jbe,"jbe, 404dae, <master+0x18e>",1,0,54.621594,88.0597014925,11.9402985075,BR_OR_LP_CTRL
0x405ab6,xmm1,264597,8214,masked,<solver>,mulss,"mulss, 0xe2a(%rip),%xmm0",1,0,54.629236,88.5572139303,11.4427860697,FP
0x405927,xmm1,264633,9214,masked,<solver>,mulss,"mulss, (%rax,%rdx,1),%xmm1",1,0,54.636671,88.5572139303,11.4427860697,FP
0x404dae,xmm1,264649,1375,crash,<master>,jbe,"jbe, 404dae, <master+0x18e>",0,1,54.639976,88.0597014925,11.9402985075,BR_OR_LP_CTRL
0x405493,rflags,264728,8519,masked,<solver>,add,"add, $0x4,%rdx",1,0,54.656293,88.0597014925,11.9402985075,INTEGER
0x405705,rflags,264882,2985,masked,<solver>,mulss,"mulss, (%r15,%rdx,1),%xmm0",1,0,54.6881,88.0597014925,11.9402985075,FP
0x405164,rax,264930,3532,masked,<solver>,addss,"addss, 0x0(%rbp,%rax,1),%xmm1",1,0,54.698014,88.0597014925,11.9402985075,FP
0x404db2,xmm1,264995,3748,masked,<master>,cmp,"cmp, %rdx,%rcx",1,0,54.71144,88.0597014925,11.9402985075,CONDITION
0x4049c2,xmm1,265025,9634,masked,<fin>,movss,"movss, 0xc(%r9),%xmm4",1,0,54.717636,88.0597014925,11.9402985075,DATAXFER
0x404d97,xmm4,265175,8504,masked,<master>,ucomiss,"ucomiss, 0x1a56(%rip),%xmm1",1,0,54.748617,88.0597014925,11.9402985075,CONDITION
0x405771,xmm1,265194,1783,masked,<solver>,mulss,"mulss, (%r10,%rdx,1),%xmm1",1,0,54.752542,88.0597014925,11.9402985075,FP
0x405a69,xmm0,265217,7566,masked,<solver>,mulss,"mulss, 0xe73(%rip),%xmm1",1,0,54.757292,88.5572139303,11.4427860697,FP
0x40593f,rflags,265339,3157,masked,<solver>,addss,"addss, %xmm1,%xmm0",1,0,54.78249,88.5572139303,11.4427860697,FP
0x405530,xmm1,265548,1497,masked,<solver>,addss,"addss, %xmm4,%xmm1",1,0,54.825658,88.0597014925,11.9402985075,FP
0x405824,rflags,265576,4856,masked,<solver>,addss,"addss, %xmm1,%xmm0",1,0,54.831441,88.0597014925,11.9402985075,FP
0x404d97,rax,265588,751,masked,<master>,ucomiss,"ucomiss, 0x1a56(%rip),%xmm1",1,0,54.833919,88.0597014925,11.9402985075,CONDITION
0x405717,rflags,265610,8083,masked,<solver>,mulss,"mulss, (%rax,%rdx,1),%xmm1",1,0,54.838463,88.5572139303,11.4427860697,FP
0x405561,rax,265617,4665,masked,<solver>,mulss,"mulss, (%r8,%rdx,1),%xmm4",1,0,54.839909,89.0547263682,10.9452736318,FP
0x404db2,rflags,265670,3490,masked,<master>,cmp,"cmp, %rdx,%rcx",1,0,54.850856,89.0547263682,10.9452736318,CONDITION
0x40551f,xmm1,265688,5464,masked,<solver>,addss,"addss, %xmm4,%xmm1",1,0,54.854573,89.552238806,10.447761194,FP
0x40584c,xmm4,265718,2494,masked,<solver>,movss,"movss, 0x1064(%rip),%xmm1",1,0,54.86077,89.552238806,10.447761194,DATAXFER
0x404c65,xmm1,265821,9701,crash,<master>,xor,"xor, %ecx,%ecx",0,1,54.882044,89.552238806,10.447761194,LOGICAL
0x405a41,xmm0,265823,9427,masked,<solver>,addss,"addss, %xmm1,%xmm0",1,0,54.882457,89.552238806,10.447761194,FP
0x405c51,xmm1,265845,5466,masked,<solver>,movss,"movss, (%rsi,%rax,1),%xmm1",1,0,54.887001,89.552238806,10.447761194,DATAXFER
0x405b7f,xmm0,265971,8454,masked,<solver>,mulss,"mulss, 0x8(%rsp),%xmm0",1,0,54.913025,89.552238806,10.447761194,FP
0x4057ff,xmm3,265980,49,masked,<solver>,movss,"movss, 0x68(%rsp),%xmm3",1,0,54.914884,89.552238806,10.447761194,DATAXFER
0x404db2,rflags,266086,2137,crash,<master>,cmp,"cmp, %rdx,%rcx",0,1,54.936777,90.0497512438,9.95024875622,CONDITION
0x405164,xmm0,266087,7743,masked,<solver>,addss,"addss, 0x0(%rbp,%rax,1),%xmm1",1,0,54.936984,90.0497512438,9.95024875622,FP
0x404d88,rdx,266130,8152,masked,<master>,movss,"movss, (%rdx),%xmm0",1,0,54.945865,90.0497512438,9.95024875622,DATAXFER
0x405955,rflags,266134,3742,crash,<solver>,movss,"movss, 0xf6f(%rip),%xmm1",0,1,54.946691,90.0497512438,9.95024875622,DATAXFER
0x4051d8,xmm0,266140,9592,masked,<solver>,movss,"movss, 0x161c(%rip),%xmm0",1,0,54.947931,90.0497512438,9.95024875622,DATAXFER
0x404d94,xmm0,266229,1291,masked,<master>,andps,"andps, %xmm2,%xmm1",1,0,54.966313,90.0497512438,9.95024875622,LOGICAL
0x405910,xmm4,266250,5580,masked,<solver>,mulss,"mulss, (%rbx,%rdx,1),%xmm1",1,0,54.97065,90.0497512438,9.95024875622,FP
0x405b26,xmm1,266270,6907,masked,<solver>,add,"add, $0x4,%rax",1,0,54.974781,90.0497512438,9.95024875622,INTEGER
0x4052a6,xmm1,266311,4792,masked,<solver>,cmp,"cmp, $0x16c,%rax",1,0,54.983249,90.0497512438,9.95024875622,CONDITION
0x405854,rflags,266455,3539,masked,<solver>,mulss,"mulss, (%r9,%rdx,1),%xmm1",1,0,55.012992,90.0497512438,9.95024875622,FP
0x405466,xmm0,266523,4853,masked,<solver>,mulss,"mulss, 0x0(%r13,%rdx,1),%xmm1",1,0,55.027036,90.0497512438,9.95024875622,FP
0x405530,xmm0,266569,8653,masked,<solver>,addss,"addss, %xmm4,%xmm1",1,0,55.036537,90.0497512438,9.95024875622,FP
0x40573b,xmm0,266576,8409,masked,<solver>,mulss,"mulss, (%r14,%rdx,1),%xmm1",1,0,55.037983,90.0497512438,9.95024875622,FP
0x405808,rflags,266620,9859,masked,<solver>,movss,"movss, 0x1098(%rip),%xmm1",1,0,55.047071,90.0497512438,9.95024875622,DATAXFER
0x405848,xmm0,266652,4601,masked,<solver>,addss,"addss, %xmm1,%xmm0",1,0,55.05368,90.0497512438,9.95024875622,FP
0x404d44,xmm4,266694,7177,masked,<master>,mov,"mov, 0x58(%rsp),%r8d",1,0,55.062355,90.0497512438,9.95024875622,DATAXFER
0x405bb7,xmm1,266906,209,masked,<solver>,cmp,"cmp, $0x16c,%rbx",1,0,55.106142,90.5472636816,9.45273631841,CONDITION
0x404dae,xmm1,266989,5139,masked,<master>,jbe,"jbe, 404dae, <master+0x18e>",1,0,55.123285,90.5472636816,9.45273631841,BR_OR_LP_CTRL
0x40570b,xmm0,267036,7479,masked,<solver>,addss,"addss, %xmm1,%xmm0",1,0,55.132993,90.5472636816,9.45273631841,FP
0x404d97,xmm4,267038,7499,masked,<master>,ucomiss,"ucomiss, 0x1a56(%rip),%xmm1",1,0,55.133406,90.5472636816,9.45273631841,CONDITION
0x404b5e,xmm1,267067,4521,masked,<fin>,movss,"movss, (%rcx),%xmm1",1,0,55.139395,90.5472636816,9.45273631841,DATAXFER
0x405275,rflags,267122,7590,masked,<solver>,mulss,"mulss, 0x0(%r13,%rax,1),%xmm1",1,0,55.150755,90.5472636816,9.45273631841,FP
0x405300,xmm1,267127,9577,masked,<solver>,movss,"movss, 0x151c(%rip),%xmm4",1,0,55.151788,91.0447761194,8.9552238806,DATAXFER
0x405a4b,xmm0,267216,8288,crash,<solver>,addss,"addss, (%r8,%rax,1),%xmm1",0,1,55.17017,91.0447761194,8.9552238806,FP
0x404d69,rflags,267244,532,masked,<master>,mov,"mov, %rbp,%rdi",1,0,55.175954,91.0447761194,8.9552238806,DATAXFER
0x405930,rflags,267335,9818,masked,<solver>,movss,"movss, 0xf8c(%rip),%xmm1",1,0,55.194749,91.0447761194,8.9552238806,DATAXFER
0x40547f,xmm1,267345,5796,masked,<solver>,addss,"addss, %xmm1,%xmm0",1,0,55.196814,90.5472636816,9.45273631841,FP
