IP,REG,fi,seg,result_class,FUC,INS,INS_FULL,Masked,Crash,Dynamic Execution,Masked%,Crash%,INS_type
461fd7,rbx,7843548,1358,masked,<hypre_ParCSRRelaxThreads._omp_fn.1>,mov,"mov, %rdi,%rbx",1,0,53.95418381,55.2238806,0.44776,DATAXFER
48036e,rflags,7856967,693,crash,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,cmp,"cmp, %rcx,%rdx",0,1,54.04649946,55.2238806,0.44776,CONDITION
404462,rdx,7888679,456,crash,<BuildIJLaplacian27pt._omp_fn.0>,movsd,"movsd, 0x8(%rdx),%xmm0",0,1,54.26466133,54.72636816,0.45274,UnKnown
48118b,rdx,7913030,530,masked,<hypre_CSRMatrixMatvecT._omp_fn.10>,cmp,"cmp, %r14,%r11",1,0,54.43218339,55.2238806,0.44776,CONDITION
47f0c6,rdx,7933395,1278,masked,<hypre_CSRMatrixGetLoadBalancedPartitionBoundary>,mov,"mov, %rsi,%rbx",1,0,54.57228387,55.2238806,0.44776,DATAXFER
4119b5,rsp,7936089,483,crash,<hypre_BoomerAMGCoarsenPMIS._omp_fn.2>,push,"push, %rbp",0,1,54.59081717,54.72636816,0.45274,STACK
48036e,rax,7958918,94,crash,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,cmp,"cmp, %rcx,%rdx",0,1,54.74786867,54.22885572,0.45771,CONDITION
480171,rax,7967934,697,masked,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,cmp,"cmp, %rax,%rdx",1,0,54.809894,54.72636816,0.45274,CONDITION
461f48,rsi,7997272,429,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,mulsd,"mulsd, (%r8,%rdx,8),%xmm1",1,0,55.011724,54.72636816,0.45274,FP
462007,rflags,8017756,728,masked,<hypre_ParCSRRelaxThreads._omp_fn.1>,cmp,"cmp, %rax,%rdx",1,0,55.15264314,55.2238806,0.44776,CONDITION
46fd78,rdx,8069351,918,masked,<hypre_ParMatmul_RowSizes._omp_fn.0>,je,"je, 46fd78, <hypre_ParMatmul",1,0,55.50758957,55.2238806,0.44776,UnKnown
461f45,rdx,8098187,770,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,cmp,"cmp, %rsi,%rax",1,0,55.70596607,54.72636816,0.45274,CONDITION
461fed,rflags,8106005,1315,masked,<hypre_ParCSRRelaxThreads._omp_fn.1>,cqto,cqto,1,0,55.7597498,54.72636816,0.45274,UnKnown
46fd1c,rflags,8127295,543,crash,<hypre_ParMatmul_RowSizes._omp_fn.0>,add,"add, $0x1,%rcx",0,1,55.90621379,54.72636816,0.45274,INTEGER
47ff80,rax,8150931,844,masked,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,xMatvecOutOfPlace._omp_fn.6>:,xMatvecOutOfPlace._omp_fn.6>:,1,0,56.06881702,54.72636816,0.45274,UnKnown
4702df,rflags,8174067,90,masked,<hypre_ParMatmul._omp_fn.4>,jmp,"jmp, 4702df, <hypre_ParMatmul",1,0,56.22798053,55.2238806,0.44776,BR_OR_LP_CTRL
480360,rsp,8175594,151,masked,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,mov,"mov, (%rdi,%rdx,8),%rax",1,0,56.23848548,55.72139303,0.44279,DATAXFER
461fa0,rdi,8183335,157,crash,<hypre_ParCSRRelaxThreads._omp_fn.2>,add,"add, 0x48(%rbx),%rax",0,1,56.29173949,55.2238806,0.44776,INTEGER
461f41,,8192109,1029,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,add,"add, $0x1,%rax",1,0,56.35209999,54.72636816,0.45274,INTEGER
480376,xmm0,8197240,16,masked,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,subsd,"subsd, %xmm0,%xmm1",1,0,56.38739857,55.2238806,0.44776,FP
492b08,r8,8211046,111,masked,<hypre_MAlloc>,mov,"mov, %rax,%rbx",1,0,56.48237658,55.72139303,0.44279,DATAXFER
461fa7,rdx,8216197,265,crash,<hypre_ParCSRRelaxThreads._omp_fn.2>,divsd,"divsd, (%rdx,%rcx,1),%xmm0",0,1,56.51781275,55.72139303,0.44279,FP
4824a0,rsp,8262560,788,masked,<hypre_SeqVectorAxpy._omp_fn.3>,rAxpy._omp_fn.3>:,rAxpy._omp_fn.3>:,1,0,56.83676578,56.21890547,0.43781,UnKnown
461f3d,rbx,8274986,721,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,mov,"mov, (%r9,%rax,8),%rdx",1,0,56.92225012,56.71641791,0.43284,DATAXFER
492544,rdx,8278870,93,crash,<hypre_UnorderedIntSetCopyToArray._omp_fn.2>,cmpq,"cmpq, $0x0,(%rcx,%rax,1)",0,1,56.94896999,57.21393035,0.42786,UnKnown
4.61E+92,xmm1,8328326,369,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,laxThreads._omp_fn.2>:,laxThreads._omp_fn.2>:,1,0,57.28920124,57.71144279,0.42289,UnKnown
461f45,rax,8343216,477,crash,<hypre_ParCSRRelaxThreads._omp_fn.2>,cmp,"cmp, %rsi,%rax",0,1,57.3916366,57.71144279,0.42289,CONDITION
461f41,rsi,8388641,886,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,add,"add, $0x1,%rax",1,0,57.70413668,58.20895522,0.41791,INTEGER
48036a,rax,8407109,926,masked,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,add,"add, $0x1,%rdx",1,0,57.8311868,58.20895522,0.41791,INTEGER
42821e,rcx,8441553,347,crash,<hypre_BoomerAMGBuildMultipass>,add,"add, $0x1,%rax",0,1,58.06814339,58.20895522,0.41791,INTEGER
461f4e,rax,8528642,188,crash,<hypre_ParCSRRelaxThreads._omp_fn.2>,subsd,"subsd, %xmm1,%xmm0",0,1,58.66726986,58.20895522,0.41791,FP
482510,rflags,8528693,45,crash,<hypre_SeqVectorInnerProd._omp_fn.4>,rInnerProd._omp_fn.4>:,rInnerProd._omp_fn.4>:,0,1,58.66762071,57.71144279,0.42289,UnKnown
411a08,rflags,8541677,873,masked,<hypre_BoomerAMGCoarsenPMIS._omp_fn.2>,mov,"mov, 0x18(%rbx),%rsi",1,0,58.7569438,58.20895522,0.41791,DATAXFER
4250ec,rflags,8570572,311,crash,<hypre_BoomerAMGBuildMultipass._omp_fn.5>,mov,"mov, (%r9),%rdi",0,1,58.95572618,58.20895522,0.41791,DATAXFER
461f4e,rcx,8594315,131,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,subsd,"subsd, %xmm1,%xmm0",1,0,59.11906553,58.20895522,0.41791,FP
481142,xmm0,8655550,1215,masked,<hypre_CSRMatrixMatvecT._omp_fn.10>,cmp,"cmp, %rsi,%rdx",1,0,59.54033009,58.70646766,0.41294,CONDITION
4266a4,rflags,8663354,776,masked,<hypre_BoomerAMGBuildMultipass._omp_fn.9>,cmp,"cmp, %rdx,(%r12,%rcx,8)",1,0,59.5940175,58.70646766,0.41294,CONDITION
461855,rflags,8694899,1468,masked,<hypre_ParCSRComputeL1NormsThreads._omp_fn.0>,cmp,"cmp, %rdx,%rax",1,0,59.81103049,58.70646766,0.41294,CONDITION
4572bb,rdx,8723457,51,crash,<hypre_BoomerAMGCreate2ndS._omp_fn.10>,jle,"jle, 4572bb, <hypre_BoomerAMG",0,1,60.0074945,58.20895522,0.41791,BR_OR_LP_CTRL
